,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
211,"[{'label': 'NEU', 'score': 0.9342643022537231}]","[{'label': 'NEU', 'score': 0.8142874836921692}]","[{'label': 'NEU', 'score': 0.9244648814201355}]","[{'label': 'NEU', 'score': 0.9368690848350525}]","[{'label': 'NEU', 'score': 0.8505913019180298}]","[{'label': 'NEU', 'score': 0.9475023746490479}]","[{'label': 'NEU', 'score': 0.9500696063041687}]","[{'label': 'NEU', 'score': 0.917241096496582}]","[{'label': 'NEU', 'score': 0.9375486969947815}]","[{'label': 'NEU', 'score': 0.9392971396446228}]","[{'label': 'NEU', 'score': 0.9429159164428711}]","[{'label': 'NEU', 'score': 0.8987745642662048}]","[{'label': 'NEU', 'score': 0.8998227119445801}]","[{'label': 'NEU', 'score': 0.8981230854988098}]","[{'label': 'NEU', 'score': 0.9397324323654175}]","[{'label': 'NEG', 'score': 0.6771132946014404}]","[{'label': 'NEU', 'score': 0.9344744682312012}]","[{'label': 'NEU', 'score': 0.8835607767105103}]","[{'label': 'NEU', 'score': 0.9364316463470459}]","[{'label': 'NEU', 'score': 0.9160320162773132}]","[{'label': 'NEU', 'score': 0.8988199830055237}]","[{'label': 'NEU', 'score': 0.9246565103530884}]","[{'label': 'NEU', 'score': 0.8917430639266968}]","[{'label': 'NEU', 'score': 0.7568070292472839}]","[{'label': 'NEU', 'score': 0.951572597026825}]",
212,"[{'label': 'NEU', 'score': 0.8566328287124634}]","[{'label': 'NEU', 'score': 0.9528651237487793}]","[{'label': 'NEU', 'score': 0.9341636896133423}]","[{'label': 'NEU', 'score': 0.6178913712501526}]","[{'label': 'POS', 'score': 0.6438313722610474}]","[{'label': 'NEU', 'score': 0.9325311183929443}]","[{'label': 'NEU', 'score': 0.9399225115776062}]","[{'label': 'NEU', 'score': 0.9242303967475891}]","[{'label': 'NEU', 'score': 0.914000928401947}]","[{'label': 'NEU', 'score': 0.945239782333374}]","[{'label': 'NEU', 'score': 0.9293180108070374}]","[{'label': 'NEU', 'score': 0.9185395836830139}]","[{'label': 'NEU', 'score': 0.8986231684684753}]","[{'label': 'NEU', 'score': 0.9429954290390015}]","[{'label': 'NEU', 'score': 0.891084611415863}]","[{'label': 'NEU', 'score': 0.9322493672370911}]","[{'label': 'NEU', 'score': 0.9136695861816406}]","[{'label': 'NEU', 'score': 0.8906130790710449}]","[{'label': 'NEU', 'score': 0.8504001498222351}]","[{'label': 'NEU', 'score': 0.9267821311950684}]","[{'label': 'NEU', 'score': 0.8355565071105957}]","[{'label': 'POS', 'score': 0.692172646522522}]","[{'label': 'NEU', 'score': 0.9262008666992188}]","[{'label': 'NEU', 'score': 0.9656330943107605}]","[{'label': 'NEG', 'score': 0.7932708263397217}]",
213,"[{'label': 'NEU', 'score': 0.9257292151451111}]","[{'label': 'NEU', 'score': 0.8446705341339111}]","[{'label': 'NEU', 'score': 0.939559817314148}]","[{'label': 'NEU', 'score': 0.9430914521217346}]","[{'label': 'NEU', 'score': 0.8874949812889099}]","[{'label': 'NEU', 'score': 0.9169861674308777}]","[{'label': 'NEU', 'score': 0.919988214969635}]","[{'label': 'NEU', 'score': 0.9357562065124512}]","[{'label': 'NEU', 'score': 0.9412596821784973}]","[{'label': 'NEU', 'score': 0.5303642749786377}]","[{'label': 'NEU', 'score': 0.9523548483848572}]","[{'label': 'NEU', 'score': 0.7139045000076294}]","[{'label': 'NEU', 'score': 0.909796416759491}]","[{'label': 'NEU', 'score': 0.9381681680679321}]","[{'label': 'NEU', 'score': 0.8937498927116394}]","[{'label': 'NEU', 'score': 0.7845693230628967}]","[{'label': 'NEU', 'score': 0.8355565071105957}]","[{'label': 'NEU', 'score': 0.9361888766288757}]","[{'label': 'NEU', 'score': 0.9228922724723816}]","[{'label': 'NEU', 'score': 0.9465591907501221}]","[{'label': 'NEU', 'score': 0.9566155076026917}]","[{'label': 'NEU', 'score': 0.917006254196167}]","[{'label': 'NEU', 'score': 0.9639915227890015}]","[{'label': 'NEU', 'score': 0.8867283463478088}]","[{'label': 'NEU', 'score': 0.9374738335609436}]",
214,"[{'label': 'NEU', 'score': 0.9366085529327393}]","[{'label': 'NEU', 'score': 0.9088934063911438}]","[{'label': 'NEU', 'score': 0.8981481194496155}]","[{'label': 'NEU', 'score': 0.9211425185203552}]","[{'label': 'NEU', 'score': 0.9047915935516357}]","[{'label': 'NEU', 'score': 0.7949081659317017}]","[{'label': 'NEU', 'score': 0.9540460109710693}]","[{'label': 'NEU', 'score': 0.9311515092849731}]","[{'label': 'POS', 'score': 0.7932819724082947}]","[{'label': 'NEU', 'score': 0.9271623492240906}]","[{'label': 'NEU', 'score': 0.9372328519821167}]","[{'label': 'NEU', 'score': 0.9628369212150574}]","[{'label': 'NEU', 'score': 0.9300986528396606}]","[{'label': 'NEU', 'score': 0.939395546913147}]","[{'label': 'NEU', 'score': 0.885251522064209}]","[{'label': 'NEU', 'score': 0.9362645149230957}]","[{'label': 'NEU', 'score': 0.7410587072372437}]","[{'label': 'NEU', 'score': 0.9534277319908142}]","[{'label': 'NEU', 'score': 0.942564070224762}]","[{'label': 'NEU', 'score': 0.8264721632003784}]","[{'label': 'NEU', 'score': 0.882030189037323}]","[{'label': 'NEU', 'score': 0.9388376474380493}]","[{'label': 'POS', 'score': 0.8101313710212708}]","[{'label': 'NEU', 'score': 0.9079616665840149}]","[{'label': 'NEU', 'score': 0.874445378780365}]",
215,"[{'label': 'NEU', 'score': 0.9335205554962158}]","[{'label': 'NEU', 'score': 0.9119032621383667}]","[{'label': 'NEU', 'score': 0.9325107932090759}]","[{'label': 'NEU', 'score': 0.8698786497116089}]","[{'label': 'NEU', 'score': 0.9453912973403931}]","[{'label': 'NEU', 'score': 0.8841899633407593}]","[{'label': 'NEG', 'score': 0.5723980665206909}]","[{'label': 'NEU', 'score': 0.9175160527229309}]","[{'label': 'NEU', 'score': 0.8552220463752747}]","[{'label': 'NEU', 'score': 0.8344289660453796}]","[{'label': 'POS', 'score': 0.9921548962593079}]","[{'label': 'NEU', 'score': 0.9406983852386475}]","[{'label': 'NEU', 'score': 0.8412989974021912}]","[{'label': 'NEU', 'score': 0.9570586085319519}]","[{'label': 'NEU', 'score': 0.9432544708251953}]","[{'label': 'NEU', 'score': 0.9143432974815369}]","[{'label': 'NEU', 'score': 0.9269844889640808}]","[{'label': 'NEU', 'score': 0.8972607851028442}]","[{'label': 'NEU', 'score': 0.729923665523529}]","[{'label': 'NEU', 'score': 0.8456194400787354}]","[{'label': 'NEU', 'score': 0.9285304546356201}]","[{'label': 'NEU', 'score': 0.9310965538024902}]","[{'label': 'POS', 'score': 0.6134665608406067}]","[{'label': 'NEU', 'score': 0.9171636700630188}]","[{'label': 'NEU', 'score': 0.9165194034576416}]",
216,"[{'label': 'NEU', 'score': 0.9279923439025879}]","[{'label': 'NEU', 'score': 0.9479928612709045}]","[{'label': 'NEU', 'score': 0.7289179563522339}]","[{'label': 'NEU', 'score': 0.8924526572227478}]","[{'label': 'NEU', 'score': 0.7409253120422363}]","[{'label': 'NEU', 'score': 0.9534408450126648}]","[{'label': 'NEU', 'score': 0.9278952479362488}]","[{'label': 'NEU', 'score': 0.9312324523925781}]","[{'label': 'NEU', 'score': 0.9430914521217346}]","[{'label': 'NEU', 'score': 0.8394549489021301}]","[{'label': 'NEU', 'score': 0.8335686326026917}]","[{'label': 'NEU', 'score': 0.8766530752182007}]","[{'label': 'NEU', 'score': 0.9319130778312683}]","[{'label': 'NEU', 'score': 0.9145902395248413}]","[{'label': 'NEU', 'score': 0.9460606575012207}]","[{'label': 'NEU', 'score': 0.8088214993476868}]","[{'label': 'NEU', 'score': 0.9289320111274719}]","[{'label': 'NEU', 'score': 0.8943952322006226}]","[{'label': 'NEU', 'score': 0.9163622260093689}]","[{'label': 'NEG', 'score': 0.7853785157203674}]","[{'label': 'NEU', 'score': 0.8683633804321289}]","[{'label': 'POS', 'score': 0.6134665608406067}]","[{'label': 'NEU', 'score': 0.9431366324424744}]","[{'label': 'NEU', 'score': 0.826935887336731}]","[{'label': 'NEU', 'score': 0.9446589946746826}]",
217,"[{'label': 'NEU', 'score': 0.9352731704711914}]","[{'label': 'NEU', 'score': 0.9271533489227295}]","[{'label': 'NEU', 'score': 0.8625832200050354}]","[{'label': 'NEU', 'score': 0.739567756652832}]","[{'label': 'NEU', 'score': 0.9088018536567688}]","[{'label': 'NEU', 'score': 0.8906130790710449}]","[{'label': 'NEU', 'score': 0.9282132983207703}]","[{'label': 'NEU', 'score': 0.9469174146652222}]","[{'label': 'NEU', 'score': 0.6215208768844604}]","[{'label': 'NEU', 'score': 0.9097299575805664}]","[{'label': 'NEU', 'score': 0.9374738335609436}]","[{'label': 'NEU', 'score': 0.8867283463478088}]","[{'label': 'NEU', 'score': 0.8355565071105957}]","[{'label': 'NEU', 'score': 0.9357562065124512}]","[{'label': 'NEU', 'score': 0.8932310342788696}]","[{'label': 'NEU', 'score': 0.9440601468086243}]","[{'label': 'NEU', 'score': 0.9399353265762329}]","[{'label': 'NEU', 'score': 0.8714773058891296}]","[{'label': 'NEU', 'score': 0.8774608373641968}]","[{'label': 'NEU', 'score': 0.9577802419662476}]","[{'label': 'NEU', 'score': 0.7409253120422363}]","[{'label': 'NEU', 'score': 0.9353220462799072}]",,,,
218,"[{'label': 'NEU', 'score': 0.9372453093528748}]","[{'label': 'NEU', 'score': 0.9637930393218994}]","[{'label': 'NEU', 'score': 0.9449333548545837}]","[{'label': 'NEU', 'score': 0.9649207592010498}]","[{'label': 'NEU', 'score': 0.9573803544044495}]","[{'label': 'NEU', 'score': 0.9305071830749512}]","[{'label': 'NEU', 'score': 0.9322463274002075}]","[{'label': 'NEU', 'score': 0.932261049747467}]","[{'label': 'NEU', 'score': 0.6635028719902039}]","[{'label': 'NEU', 'score': 0.9003576636314392}]","[{'label': 'NEU', 'score': 0.795643150806427}]","[{'label': 'NEU', 'score': 0.7237988114356995}]","[{'label': 'NEU', 'score': 0.9116351008415222}]","[{'label': 'NEU', 'score': 0.9067893028259277}]","[{'label': 'NEU', 'score': 0.914604127407074}]","[{'label': 'NEU', 'score': 0.8982402086257935}]","[{'label': 'NEU', 'score': 0.9553173184394836}]","[{'label': 'NEU', 'score': 0.9470712542533875}]","[{'label': 'NEU', 'score': 0.9399353265762329}]","[{'label': 'NEU', 'score': 0.9602161645889282}]","[{'label': 'NEU', 'score': 0.9443069100379944}]","[{'label': 'NEU', 'score': 0.9202645421028137}]","[{'label': 'NEU', 'score': 0.9282132983207703}]","[{'label': 'NEU', 'score': 0.9577802419662476}]","[{'label': 'NEU', 'score': 0.9474610686302185}]",
219,"[{'label': 'NEU', 'score': 0.936225414276123}]","[{'label': 'NEU', 'score': 0.9193203449249268}]","[{'label': 'NEU', 'score': 0.9452381730079651}]","[{'label': 'NEU', 'score': 0.9491992592811584}]","[{'label': 'NEU', 'score': 0.9413053393363953}]","[{'label': 'NEU', 'score': 0.9482654333114624}]","[{'label': 'NEU', 'score': 0.8619503974914551}]","[{'label': 'NEU', 'score': 0.9616512656211853}]","[{'label': 'NEU', 'score': 0.9414470791816711}]","[{'label': 'POS', 'score': 0.49886032938957214}]","[{'label': 'NEU', 'score': 0.950982928276062}]","[{'label': 'NEU', 'score': 0.9640791416168213}]","[{'label': 'NEU', 'score': 0.9519162774085999}]","[{'label': 'NEU', 'score': 0.9589318037033081}]","[{'label': 'NEU', 'score': 0.9470743536949158}]","[{'label': 'NEU', 'score': 0.9220144152641296}]","[{'label': 'NEU', 'score': 0.9535483717918396}]","[{'label': 'NEU', 'score': 0.9041613340377808}]","[{'label': 'NEU', 'score': 0.9540687799453735}]","[{'label': 'NEU', 'score': 0.9228506088256836}]","[{'label': 'NEU', 'score': 0.9246565103530884}]","[{'label': 'NEU', 'score': 0.8253130316734314}]","[{'label': 'NEU', 'score': 0.9680896401405334}]","[{'label': 'NEU', 'score': 0.9511925578117371}]","[{'label': 'NEU', 'score': 0.9446589946746826}]",
220,"[{'label': 'NEU', 'score': 0.8027685880661011}]","[{'label': 'NEU', 'score': 0.9151363968849182}]","[{'label': 'NEU', 'score': 0.8918455243110657}]","[{'label': 'NEU', 'score': 0.9207900166511536}]","[{'label': 'NEU', 'score': 0.9221401810646057}]","[{'label': 'NEU', 'score': 0.9473317265510559}]","[{'label': 'NEU', 'score': 0.9611631631851196}]","[{'label': 'NEU', 'score': 0.9583210945129395}]","[{'label': 'NEU', 'score': 0.7245379686355591}]","[{'label': 'NEU', 'score': 0.9510543942451477}]","[{'label': 'NEU', 'score': 0.9536324739456177}]","[{'label': 'NEU', 'score': 0.92535400390625}]","[{'label': 'NEU', 'score': 0.9680697321891785}]","[{'label': 'NEU', 'score': 0.8748760223388672}]","[{'label': 'NEU', 'score': 0.9648308753967285}]","[{'label': 'NEU', 'score': 0.9593857526779175}]","[{'label': 'NEU', 'score': 0.9593392014503479}]","[{'label': 'NEU', 'score': 0.9625417590141296}]","[{'label': 'NEU', 'score': 0.8088961839675903}]","[{'label': 'NEU', 'score': 0.9539307951927185}]","[{'label': 'NEU', 'score': 0.9414693713188171}]","[{'label': 'NEU', 'score': 0.9562020897865295}]","[{'label': 'NEU', 'score': 0.9414736032485962}]","[{'label': 'NEU', 'score': 0.5964117646217346}]","[{'label': 'NEU', 'score': 0.9603590965270996}]",
221,"[{'label': 'NEU', 'score': 0.9385259747505188}]","[{'label': 'NEU', 'score': 0.8688482046127319}]","[{'label': 'NEU', 'score': 0.9425209760665894}]","[{'label': 'NEU', 'score': 0.9401413798332214}]","[{'label': 'NEU', 'score': 0.8881847262382507}]","[{'label': 'NEU', 'score': 0.9550502300262451}]","[{'label': 'NEG', 'score': 0.7982088327407837}]","[{'label': 'NEU', 'score': 0.9454686045646667}]","[{'label': 'NEU', 'score': 0.9139678478240967}]","[{'label': 'NEU', 'score': 0.9275851845741272}]","[{'label': 'NEU', 'score': 0.9470712542533875}]","[{'label': 'NEU', 'score': 0.9561545848846436}]","[{'label': 'NEU', 'score': 0.9150203466415405}]","[{'label': 'NEU', 'score': 0.8504001498222351}]","[{'label': 'NEU', 'score': 0.8877120614051819}]","[{'label': 'NEU', 'score': 0.9480540752410889}]","[{'label': 'NEU', 'score': 0.9606710076332092}]","[{'label': 'NEU', 'score': 0.9286213517189026}]","[{'label': 'NEU', 'score': 0.9067893028259277}]","[{'label': 'POS', 'score': 0.5454183220863342}]","[{'label': 'NEU', 'score': 0.8910521268844604}]",,,,,
222,"[{'label': 'NEU', 'score': 0.8871427178382874}]","[{'label': 'NEU', 'score': 0.9316067099571228}]","[{'label': 'NEU', 'score': 0.9604659676551819}]","[{'label': 'NEU', 'score': 0.9585039615631104}]","[{'label': 'POS', 'score': 0.9901331663131714}]","[{'label': 'NEU', 'score': 0.9380393028259277}]","[{'label': 'NEU', 'score': 0.9562766551971436}]","[{'label': 'NEU', 'score': 0.9481837153434753}]","[{'label': 'NEU', 'score': 0.9324549436569214}]","[{'label': 'NEU', 'score': 0.8916917443275452}]","[{'label': 'NEU', 'score': 0.9347517490386963}]","[{'label': 'NEG', 'score': 0.5782502293586731}]","[{'label': 'POS', 'score': 0.5181809663772583}]","[{'label': 'POS', 'score': 0.9835518002510071}]","[{'label': 'NEU', 'score': 0.9369543790817261}]","[{'label': 'NEU', 'score': 0.8909133076667786}]","[{'label': 'NEU', 'score': 0.9458732008934021}]","[{'label': 'NEU', 'score': 0.9315009117126465}]","[{'label': 'NEU', 'score': 0.5510379076004028}]","[{'label': 'NEU', 'score': 0.9253601431846619}]","[{'label': 'NEU', 'score': 0.9550774693489075}]","[{'label': 'NEU', 'score': 0.9490159153938293}]","[{'label': 'NEU', 'score': 0.9547756314277649}]","[{'label': 'POS', 'score': 0.6134665608406067}]","[{'label': 'NEU', 'score': 0.9298956394195557}]",
223,"[{'label': 'NEU', 'score': 0.9378473162651062}]","[{'label': 'NEU', 'score': 0.8877905607223511}]","[{'label': 'NEU', 'score': 0.9483389258384705}]","[{'label': 'NEU', 'score': 0.946624219417572}]","[{'label': 'NEU', 'score': 0.9056214094161987}]","[{'label': 'NEU', 'score': 0.937325656414032}]","[{'label': 'NEU', 'score': 0.9170476198196411}]","[{'label': 'NEU', 'score': 0.9029018878936768}]","[{'label': 'NEU', 'score': 0.8812544345855713}]","[{'label': 'NEU', 'score': 0.9555869698524475}]","[{'label': 'NEG', 'score': 0.7951112985610962}]","[{'label': 'NEU', 'score': 0.6574897766113281}]","[{'label': 'NEU', 'score': 0.8893342614173889}]","[{'label': 'NEU', 'score': 0.8223983645439148}]","[{'label': 'NEU', 'score': 0.9188081622123718}]","[{'label': 'NEU', 'score': 0.7747631669044495}]","[{'label': 'NEU', 'score': 0.8769968152046204}]","[{'label': 'NEU', 'score': 0.9576618075370789}]","[{'label': 'NEU', 'score': 0.9480565190315247}]","[{'label': 'NEU', 'score': 0.8633467555046082}]","[{'label': 'NEU', 'score': 0.9442645311355591}]","[{'label': 'NEU', 'score': 0.8871427178382874}]","[{'label': 'NEU', 'score': 0.9282132983207703}]","[{'label': 'NEU', 'score': 0.9546597003936768}]","[{'label': 'NEU', 'score': 0.9585039615631104}]",
224,"[{'label': 'NEU', 'score': 0.9453607201576233}]","[{'label': 'NEU', 'score': 0.9196082949638367}]","[{'label': 'NEU', 'score': 0.9474682211875916}]","[{'label': 'NEU', 'score': 0.9564000964164734}]","[{'label': 'NEU', 'score': 0.9584962725639343}]","[{'label': 'NEU', 'score': 0.9415876269340515}]","[{'label': 'NEU', 'score': 0.9551936388015747}]","[{'label': 'NEU', 'score': 0.9309021830558777}]","[{'label': 'NEU', 'score': 0.9695563316345215}]","[{'label': 'NEU', 'score': 0.9012054800987244}]","[{'label': 'NEU', 'score': 0.908485472202301}]","[{'label': 'NEU', 'score': 0.9207903146743774}]","[{'label': 'NEU', 'score': 0.9506589770317078}]","[{'label': 'NEU', 'score': 0.8209587335586548}]","[{'label': 'NEU', 'score': 0.9306241869926453}]","[{'label': 'NEU', 'score': 0.919988214969635}]","[{'label': 'NEU', 'score': 0.8446705341339111}]","[{'label': 'NEU', 'score': 0.8375778794288635}]","[{'label': 'NEU', 'score': 0.8874949812889099}]","[{'label': 'NEU', 'score': 0.9195648431777954}]","[{'label': 'NEU', 'score': 0.6821090579032898}]","[{'label': 'NEU', 'score': 0.9470712542533875}]","[{'label': 'NEU', 'score': 0.8901787400245667}]","[{'label': 'NEU', 'score': 0.9455220103263855}]","[{'label': 'NEU', 'score': 0.8844415545463562}]",
225,"[{'label': 'NEU', 'score': 0.9533308744430542}]","[{'label': 'NEU', 'score': 0.9267985820770264}]","[{'label': 'NEU', 'score': 0.941328227519989}]","[{'label': 'NEU', 'score': 0.8710688948631287}]","[{'label': 'NEU', 'score': 0.8764064908027649}]","[{'label': 'NEU', 'score': 0.9074454307556152}]","[{'label': 'NEU', 'score': 0.9567345976829529}]","[{'label': 'NEU', 'score': 0.9383509755134583}]","[{'label': 'NEU', 'score': 0.9482062458992004}]","[{'label': 'NEU', 'score': 0.7891005873680115}]","[{'label': 'NEU', 'score': 0.9314281940460205}]","[{'label': 'NEU', 'score': 0.8660553693771362}]","[{'label': 'NEU', 'score': 0.9401035904884338}]","[{'label': 'NEU', 'score': 0.8176128268241882}]","[{'label': 'NEU', 'score': 0.9523677825927734}]","[{'label': 'NEU', 'score': 0.9249812960624695}]","[{'label': 'NEU', 'score': 0.8275031447410583}]","[{'label': 'NEU', 'score': 0.9219679236412048}]","[{'label': 'NEU', 'score': 0.9445407390594482}]","[{'label': 'NEU', 'score': 0.9153177738189697}]","[{'label': 'NEU', 'score': 0.8088961839675903}]","[{'label': 'NEU', 'score': 0.9183604121208191}]","[{'label': 'NEU', 'score': 0.9096910953521729}]","[{'label': 'NEU', 'score': 0.9067893028259277}]","[{'label': 'NEU', 'score': 0.9275859594345093}]",
226,"[{'label': 'NEU', 'score': 0.9370735883712769}]","[{'label': 'NEU', 'score': 0.9477408528327942}]","[{'label': 'NEU', 'score': 0.930037260055542}]","[{'label': 'NEU', 'score': 0.9141250848770142}]","[{'label': 'NEU', 'score': 0.959244966506958}]","[{'label': 'NEU', 'score': 0.9003589153289795}]","[{'label': 'POS', 'score': 0.9695127010345459}]","[{'label': 'NEU', 'score': 0.9494761824607849}]","[{'label': 'NEU', 'score': 0.9435129165649414}]","[{'label': 'NEU', 'score': 0.9437920451164246}]","[{'label': 'NEU', 'score': 0.9347935318946838}]","[{'label': 'NEU', 'score': 0.9576387405395508}]","[{'label': 'NEU', 'score': 0.8633264303207397}]","[{'label': 'NEU', 'score': 0.9428427815437317}]","[{'label': 'NEU', 'score': 0.9151671528816223}]","[{'label': 'NEU', 'score': 0.7992419600486755}]","[{'label': 'NEU', 'score': 0.9068931341171265}]","[{'label': 'NEU', 'score': 0.9370781183242798}]","[{'label': 'NEU', 'score': 0.8900666832923889}]","[{'label': 'NEU', 'score': 0.9456667900085449}]","[{'label': 'NEU', 'score': 0.9437662959098816}]","[{'label': 'NEU', 'score': 0.9216048717498779}]","[{'label': 'NEU', 'score': 0.8983285427093506}]","[{'label': 'NEU', 'score': 0.8342416882514954}]","[{'label': 'NEU', 'score': 0.9460210800170898}]",
227,"[{'label': 'NEU', 'score': 0.9470763206481934}]","[{'label': 'POS', 'score': 0.9917261600494385}]","[{'label': 'NEU', 'score': 0.9082649350166321}]","[{'label': 'POS', 'score': 0.9908995628356934}]","[{'label': 'NEG', 'score': 0.7643179297447205}]","[{'label': 'NEU', 'score': 0.8691878318786621}]","[{'label': 'NEU', 'score': 0.9282096028327942}]","[{'label': 'NEU', 'score': 0.927359938621521}]","[{'label': 'NEU', 'score': 0.9310739040374756}]","[{'label': 'NEU', 'score': 0.9459739923477173}]","[{'label': 'POS', 'score': 0.9873709678649902}]","[{'label': 'NEU', 'score': 0.8592739105224609}]","[{'label': 'NEU', 'score': 0.873039722442627}]","[{'label': 'NEU', 'score': 0.9141376614570618}]","[{'label': 'NEU', 'score': 0.9164223074913025}]","[{'label': 'NEU', 'score': 0.9336033463478088}]","[{'label': 'NEU', 'score': 0.9345780611038208}]","[{'label': 'NEU', 'score': 0.9389581680297852}]","[{'label': 'NEU', 'score': 0.9460152983665466}]","[{'label': 'NEU', 'score': 0.9582530856132507}]","[{'label': 'NEU', 'score': 0.9233783483505249}]","[{'label': 'NEU', 'score': 0.919988214969635}]","[{'label': 'NEU', 'score': 0.8446705341339111}]","[{'label': 'NEU', 'score': 0.9316994547843933}]","[{'label': 'NEU', 'score': 0.963364839553833}]",
228,"[{'label': 'NEU', 'score': 0.8762035369873047}]","[{'label': 'NEU', 'score': 0.9031068086624146}]","[{'label': 'NEU', 'score': 0.9043339490890503}]","[{'label': 'NEG', 'score': 0.6573367118835449}]","[{'label': 'NEU', 'score': 0.9434390068054199}]","[{'label': 'NEU', 'score': 0.9009156227111816}]","[{'label': 'NEU', 'score': 0.7904715538024902}]","[{'label': 'NEG', 'score': 0.94235759973526}]","[{'label': 'NEU', 'score': 0.9088210463523865}]","[{'label': 'NEU', 'score': 0.698516845703125}]","[{'label': 'NEU', 'score': 0.9454329013824463}]","[{'label': 'NEU', 'score': 0.8953736424446106}]","[{'label': 'NEU', 'score': 0.9299712777137756}]","[{'label': 'NEU', 'score': 0.8491038084030151}]","[{'label': 'NEU', 'score': 0.9430914521217346}]","[{'label': 'NEU', 'score': 0.8528885245323181}]","[{'label': 'NEU', 'score': 0.8578681349754333}]","[{'label': 'NEU', 'score': 0.942836344242096}]","[{'label': 'NEU', 'score': 0.9306607842445374}]","[{'label': 'NEU', 'score': 0.9357562065124512}]","[{'label': 'NEU', 'score': 0.9115368127822876}]","[{'label': 'NEU', 'score': 0.9460152983665466}]","[{'label': 'NEG', 'score': 0.7643179297447205}]","[{'label': 'NEU', 'score': 0.8936200737953186}]","[{'label': 'NEU', 'score': 0.8737536072731018}]",
229,"[{'label': 'NEU', 'score': 0.9509398937225342}]","[{'label': 'NEU', 'score': 0.9571309685707092}]","[{'label': 'POS', 'score': 0.6300234794616699}]","[{'label': 'POS', 'score': 0.7360583543777466}]","[{'label': 'NEU', 'score': 0.9144338369369507}]","[{'label': 'NEU', 'score': 0.9165036678314209}]","[{'label': 'NEU', 'score': 0.8766530752182007}]","[{'label': 'NEU', 'score': 0.9485504031181335}]","[{'label': 'NEU', 'score': 0.8842670321464539}]","[{'label': 'NEU', 'score': 0.7917888164520264}]","[{'label': 'NEU', 'score': 0.9551432728767395}]","[{'label': 'POS', 'score': 0.8751686811447144}]","[{'label': 'NEU', 'score': 0.8688482046127319}]","[{'label': 'NEU', 'score': 0.9422147870063782}]","[{'label': 'NEU', 'score': 0.9473999738693237}]","[{'label': 'NEU', 'score': 0.8409820795059204}]","[{'label': 'NEU', 'score': 0.9454329013824463}]","[{'label': 'NEU', 'score': 0.9210768342018127}]","[{'label': 'NEU', 'score': 0.8893349170684814}]","[{'label': 'NEU', 'score': 0.949357807636261}]","[{'label': 'NEU', 'score': 0.8620497584342957}]","[{'label': 'NEU', 'score': 0.8529568314552307}]","[{'label': 'NEU', 'score': 0.9377371072769165}]","[{'label': 'NEU', 'score': 0.9009141325950623}]","[{'label': 'NEU', 'score': 0.8802857398986816}]",
230,"[{'label': 'NEU', 'score': 0.9242571592330933}]","[{'label': 'NEU', 'score': 0.7879745364189148}]","[{'label': 'NEU', 'score': 0.9319130778312683}]","[{'label': 'NEU', 'score': 0.9263967871665955}]","[{'label': 'NEU', 'score': 0.9360724091529846}]","[{'label': 'NEU', 'score': 0.8997706174850464}]","[{'label': 'NEU', 'score': 0.8987396955490112}]","[{'label': 'NEU', 'score': 0.940790593624115}]","[{'label': 'NEU', 'score': 0.9009141325950623}]","[{'label': 'NEU', 'score': 0.9572318196296692}]","[{'label': 'NEU', 'score': 0.9244595766067505}]","[{'label': 'NEU', 'score': 0.855260968208313}]","[{'label': 'NEU', 'score': 0.7734141945838928}]","[{'label': 'POS', 'score': 0.6134665608406067}]","[{'label': 'NEU', 'score': 0.9357562065124512}]","[{'label': 'NEU', 'score': 0.8783124685287476}]","[{'label': 'POS', 'score': 0.8751686811447144}]","[{'label': 'NEU', 'score': 0.9402118921279907}]","[{'label': 'NEU', 'score': 0.8937498927116394}]","[{'label': 'NEU', 'score': 0.9107497334480286}]","[{'label': 'NEU', 'score': 0.852563202381134}]","[{'label': 'NEU', 'score': 0.8821728229522705}]","[{'label': 'NEU', 'score': 0.8545944690704346}]","[{'label': 'NEU', 'score': 0.9498670101165771}]","[{'label': 'NEU', 'score': 0.7844963669776917}]",
