song,artist,counter
Dead Trollz,YoungBoy Never Broke Again,"{'nigga': 21, 'get': 21, 'bitch': 12, 'tell': 10, 'somethin': 10, 'em': 9, 'come': 8, 'know': 8, 'pussy': 7, 'man': 7, 'like': 7, 'lil': 6, 'tryna': 6, 'want': 6, 'say': 5, 'see': 5, 'shit': 5, 'as': 4, 'pick': 4, 'talkin': 4, 'top': 4, 'wan': 4, 'murder': 4, 'sayin': 4, 'nothin': 4, 'inside': 4, 'catch': 4, 'fuck': 4, 'dead': 4, 'do': 4, 'boy': 3, 'around': 3, 'way': 3, 'motherfuckin': 3, 'police': 3, 'youngins': 3, 'goin': 3, 'crazy': 3, 'blitz': 3, 'something': 3, 'mad': 3, 'hear': 3, 'haha': 3, 'act': 3, 'eye': 3, 'niggas': 3, 'waitin': 3, 'line': 3, 'bad': 3, 'end': 3, 'sprayin': 3, 'ho': 3, 'call': 3, 'leave': 3, 'two': 3, 'one': 3, 'money': 3, 'baow': 3, 'bag': 2, 'ayy': 2, 'free': 2, 'real': 2, 'soon': 2, 'mask': 2, 'go': 2, 'ass': 2, 'hope': 2, 'bet': 2, 'put': 2, 'sellin': 2, 'hit': 2, 'hella': 2, 'son': 2, 'correct': 2, 'florida': 2, 'much': 2, 'home': 2, 'fishin': 1, 'ddawg': 1, 'baba': 1, 'playboy': 1, 'manager': 1, 'car': 1, 'bootin': 1, 'full': 1, 'pill': 1, 'fish': 1, 'lake': 1, 'seven': 1, 'hometown': 1, 'touch': 1, 'pushin': 1, 'wig': 1, 'dog': 1, 'chasin': 1, 'dough': 1, 'opp': 1, 'th': 1, 'cookin': 1, 'standin': 1, 'bang': 1, 'ad': 1, 'valley': 1, 'park': 1, 'range': 1, 'killer': 1, 'sunset': 1, 'dirty': 1, 'stick': 1, 'stain': 1, 'slang': 1, 'heater': 1, 'people': 1, 'troll': 1, 'drive': 1, 'feature': 1, 'med': 1, 'kidney': 1, 'sippin': 1, 'mud': 1, 'liter': 1, 'cemetery': 1, 'bury': 1, 'preacher': 1, 'gang': 1, 'log': 1, 'offline': 1, 'active': 1, 'caption': 1, 'trapper': 1, 'factor': 1, 'hang': 1, 'u': 1, 'capture': 1, 'choose': 1, 'rapper': 1, 'trump': 1, 'obama': 1, 'mayor': 1, 'la': 1, 'city': 1, 'dis': 1, 'still': 1, 'bar': 1, 'yeah': 1, 'hoe': 1, 'wanna': 1, 'hate': 1, 'steppin': 1, 'church': 1, 'safe': 1, 'sunday': 1, 'bear': 1, 'assassin': 1, 'mama': 1, 'burn': 1, 'love': 1, 'north': 1, 'leavin': 1, 'take': 1, 'keepin': 1, 'soowoo': 1, 'invest': 1, 'youngin': 1, 'movin': 1, 'r': 1, 'blue': 1, 'move': 1, 'watch': 1, 'news': 1, 'turnin': 1, 'turn': 1, 'victim': 1, 'make': 1, 'california': 1, 'pound': 1, 'travel': 1, 'round': 1, 'troop': 1, 'picture': 1, 'plan': 1, 'stainin': 1, 'atlanta': 1, 'pampers': 1, 'set': 1, 'trippin': 1, 'bounty': 1, 'hunter': 1, 'eat': 1, 'crew': 1, 'screamin': 1, 'devil': 1, 'baby': 1, 'satan': 1, 'seed': 1, 'trendset': 1, 'contagious': 1, 'whack': 1, 'hollow': 1, 'already': 1, 'addressed': 1, 'show': 1, 'next': 1, 'gift': 1, 'claus': 1, 'since': 1, 'brick': 1, 'run': 1, 'second': 1, 'option': 1, 'gon': 1, 'stolo': 1, 'godmama': 1, 'visit': 1, 'smoke': 1, 'eeny': 1, 'meeny': 1, 'miny': 1, 'mo': 1, 'opps': 1, 'row': 1, 'd': 1, 'rise': 1, 'bull': 1, 'bro': 1, 'hold': 1, 'chrome': 1, 'try': 1, 'never': 1, 'alone': 1, 'xds': 1, 'tv': 1, 'stand': 1}"
Cross Roads,YoungBoy Never Broke Again,"{'home': 10, 'way': 7, 'go': 7, 'em': 7, 'nigga': 7, 'get': 7, 'make': 6, 'shit': 5, 'know': 5, 'somebody': 4, 'tell': 4, 'ridin': 3, 'full': 3, 'take': 3, 'leave': 3, 'night': 3, 'love': 3, 'bet': 3, 'crossroad': 2, 'tonight': 2, 'wrong': 2, 'need': 2, 'ten': 2, 'rich': 2, 'bullshit': 2, 'gonna': 2, 'tend': 2, 'come': 2, 'bullpen': 2, 'clip': 2, 'say': 2, 'give': 2, 'one': 2, 'l': 2, 'gain': 2, 'win': 2, 'nothin': 2, 'tryna': 2, 'pain': 2, 'stain': 2, 'okay': 2, 'see': 2, 'nothing': 2, 'mean': 2, 'back': 2, 'owe': 2, 'skrrt': 2, 'dead': 2, 'bitch': 2, 'fuck': 2, 'suede': 1, 'trauma': 1, 'tone': 1, 'caught': 1, 'lackin': 1, 'round': 1, 'move': 1, 'around': 1, 'pull': 1, 'spray': 1, 'meet': 1, 'vall': 1, 'park': 1, 'payment': 1, 'aft': 1, 'r': 1, 'dark': 1, 'homicide': 1, 'brainstorm': 1, 'look': 1, 'guess': 1, 'killer': 1, 'harm': 1, 'oh': 1, 'lose': 1, 'street': 1, 'soul': 1, 'step': 1, 'wall': 1, 'blow': 1, 'pole': 1, 'trap': 1, 'code': 1, 'probably': 1, 'bros': 1, 'fucking': 1, 'rubber': 1, 'gutter': 1, 'struggle': 1, 'let': 1, 'shopping': 1, 'cause': 1, 'muscle': 1, 'teach': 1, 'hustle': 1, 'givenchy': 1, 'fit': 1, 'bought': 1, 'hoe': 1, 'brand': 1, 'new': 1, 'whip': 1, 'people': 1, 'touch': 1, 'fear': 1, 'god': 1, 'clutch': 1, 'maserati': 1, 'truck': 1, 'murder': 1, 'pray': 1, 'dump': 1, 'q': 1, 'feel': 1, 'everything': 1, 'dave': 1, 'want': 1, 'everybody': 1, 'late': 1, 'blue': 1, 'cemetery': 1, 'catch': 1, 'body': 1, 'heaven': 1, 'northside': 1, 'trey': 1, 'steppin': 1, 'green': 1, 'red': 1, 'flag': 1, 'activity': 1, 'stay': 1, 'stick': 1, 'real': 1, 'infinity': 1, 'big': 1, 'bro': 1, 'chemist': 1, 'kitchen': 1, 'young': 1, 'bad': 1, 'chemistry': 1, 'gravedigger': 1, 'chain': 1, 'history': 1, 'fact': 1, 'break': 1, 'niggas': 1, 'feelin': 1, 'keep': 1, 'distance': 1, 'hundred': 1, 'rack': 1, 'plan': 1, 'kill': 1, 'well': 1, 'yet': 1, 'million': 1, 'as': 1}"
The Last Backyard...,YoungBoy Never Broke Again,"{'em': 13, 'get': 13, 'nigga': 9, 'ooh': 9, 'news': 7, 'gon': 6, 'puttin': 6, 'straight': 6, 'big': 6, 'make': 5, 'fuck': 5, 'like': 5, 'ridin': 5, 'backyardigans': 5, 'yeah': 4, 'tryna': 4, 'bitch': 4, 'screamin': 4, 'shit': 3, 'taytay': 3, 'beat': 3, 'go': 3, 'know': 3, 'put': 3, 'stick': 3, 'leave': 3, 'chopper': 3, 'stop': 3, 'nem': 3, 'u': 3, 'around': 3, 'hoe': 3, 'buy': 3, 'wanna': 2, 'try': 2, 'paper': 2, 'mind': 2, 'catch': 2, 'want': 2, 'hatin': 2, 'even': 2, 'police': 2, 'mouth': 2, 'bout': 2, 'top': 2, 'drop': 2, 'pop': 2, 'glad': 2, 'roll': 2, 'royce': 2, 'tint': 2, 'tree': 2, 'limb': 2, 'glocks': 2, 'knot': 2, 'rim': 2, 'rest': 2, 'bust': 2, 'mad': 2, 'hot': 2, 'arm': 2, 'run': 2, 'xo': 1, 'ayy': 1, 'tell': 1, 'ready': 1, 'lettin': 1, 'talk': 1, 'kill': 1, 'play': 1, 'hustlin': 1, 'plenty': 1, 'take': 1, 'knock': 1, 'somethin': 1, 'smokin': 1, 'keepin': 1, 'murder': 1, 'dissin': 1, 'person': 1, 'pick': 1, 'choose': 1, 'ever': 1, 'lose': 1, 'break': 1, 'rule': 1, 'dude': 1, 'stretch': 1, 'blow': 1, 'soon': 1, 'boom': 1, 'life': 1, 'design': 1, 'clue': 1, 'name': 1, 'hat': 1, 'ran': 1, 'schemin': 1, 'zip': 1, 'shawty': 1, 'hangin': 1, 'round': 1, 'follow': 1, 'check': 1, 'really': 1, 'ballin': 1, 'look': 1, 'drivin': 1, 'fast': 1, 'pass': 1, 'crash': 1, 'cross': 1, 'line': 1, 'as': 1, 'bad': 1, 'smashed': 1, 'chain': 1, 'pocket': 1, 'fill': 1, 'bag': 1, 'send': 1, 'home': 1, 'finish': 1, 'flexin': 1, 'release': 1, 'whole': 1, 'mag': 1, 'mean': 1, 'boy': 1, 'tend': 1, 'slum': 1, 'tryin': 1, 'bentley': 1, 'another': 1, 'car': 1, 'wonderin': 1, 'do': 1, 'money': 1, 'watch': 1, 'see': 1, 'pullin': 1, 'youngins': 1, 'give': 1, 'shoot': 1, 'stuck': 1, 'crowd': 1, 'niggas': 1, 'made': 1}"
Right Foot Creep,YoungBoy Never Broke Again,"{'see': 11, 'walk': 8, 'em': 7, 'face': 7, 'make': 6, 'say': 6, 'foot': 6, 'heater': 6, 'sleep': 6, 'get': 6, 'catch': 5, 'play': 5, 'shit': 4, 'one': 4, 'bang': 4, 'case': 4, 'soon': 4, 'bitch': 4, 'right': 3, 'creep': 3, 'ooh': 3, 'look': 3, 'around': 3, 'stay': 3, 'low': 3, 'sure': 3, 'bad': 3, 'devil': 3, 'way': 3, 'stretch': 3, 'gunnin': 3, 'decease': 3, 'rearrange': 3, 'shape': 3, 'space': 3, 'section': 3, 'til': 3, 'spray': 3, 'tell': 3, 'taytaymadethebeat': 2, 'let': 2, 'go': 2, 'put': 2, 'yeah': 2, 'close': 2, 'cause': 2, 'inside': 2, 'could': 2, 'nigga': 2, 'take': 2, 'want': 2, 'mask': 1, 'comin': 1, 'door': 1, 'gon': 1, 'dead': 1, 'wrong': 1, 'knock': 1, 'caught': 1, 'lackin': 1, 'fault': 1, 'draw': 1, 'gun': 1, 'clown': 1, 'include': 1, 'spouse': 1, 'keep': 1, 'blick': 1, 'drawer': 1, 'every': 1, 'time': 1, 'dalton': 1, 'work': 1, 'tim': 1, 'sell': 1, 'cd': 1, 'throw': 1, 'diss': 1, 'toss': 1, 'cross': 1, 'name': 1, 'talk': 1, 'out': 1, 'store': 1, 'papa': 1, 'window': 1, 'sparkin': 1, 'since': 1, 'jordan': 1, 'dixon': 1, 'niggas': 1, 'target': 1, 'big': 1, 'stolo': 1, 'knowin': 1, 'retard': 1, 'spit': 1, 'massacre': 1, 'party': 1, 'believe': 1, 'jump': 1, 'back': 1, 'hit': 1, 'aim': 1, 'strap': 1, 'fit': 1, 'throwin': 1, 'murder': 1, 'bag': 1, 'city': 1, 'by': 1, 'standin': 1, 'billy': 1, 'dirty': 1, 'drac': 1, 'top': 1, 'hemi': 1, 'fully': 1, 'equip': 1, 'mission': 1, 'showin': 1, 'pity': 1, 'good': 1, 'riddance': 1, 'zombieland': 1, 'dog': 1, 'scent': 1, 'sprinter': 1, 'van': 1, 'first': 1, 'raw': 1, 'percentage': 1, 'coffin': 1, 'home': 1, 'check': 1, 'attendance': 1, 'fuck': 1, 'kill': 1, 'mama': 1}"
One Night Standards,Ashley McBryde,"{'gonna': 8, 'room': 5, 'one': 5, 'night': 5, 'use': 4, 'want': 4, 'standard': 4, 'go': 3, 'bar': 3, 'close': 3, 'king': 3, 'bed': 3, 'cover': 3, 'rose': 3, 'without': 3, 'view': 3, 'number': 3, 'answer': 3, 'let': 3, 'stick': 3, 'wanna': 2, 'even': 2, 'key': 2, 'gotta': 2, 'lie': 2, 'like': 2, 'nobody': 2, 'stay': 1, 'weekend': 1, 'jump': 1, 'deep': 1, 'end': 1, 'ask': 1, 'ring': 1, 'thing': 1, 'get': 1, 'secret': 1, 'hear': 1, 'last': 1, 'break': 1, 'worry': 1, 'bout': 1, 'space': 1, 'take': 1, 'care': 1, 'wake': 1, 'well': 1, 'cinderella': 1, 'call': 1, 'shoe': 1, 'fit': 1, 'say': 1, 'never': 1, 'cause': 1, 'truth': 1, 'lonely': 1, 'make': 1, 'heart': 1, 'ruthless': 1, 'hurt': 1, 'nothing': 1, 'wrong': 1, 'need': 1, 'somebody': 1, 'leave': 1, 'lobby': 1, 'give': 1, 'damn': 1, 'morning': 1, 'bottle': 1, 'floor': 1, 'matter': 1}"
Lets Link,WhoHeem,"{'come': 14, 'like': 12, 'let': 10, 'link': 9, 'give': 7, 'beat': 7, 'hand': 7, 'bitch': 7, 'fuck': 6, 'bout': 6, 'boyfriend': 6, 'ah': 6, 'heem': 5, 'nigga': 5, 'baby': 3, 'get': 3, 'girl': 3, 'day': 3, 'yeah': 2, 'treat': 2, 'monarchy': 2, 'slide': 2, 'touch': 2, 'band': 2, 'call': 2, 'do': 2, 'wrong': 2, 'basic': 2, 'cause': 2, 'first': 2, 'huh': 1, 'track': 1, 'prada': 1, 'flocker': 1, 'hit': 1, 'bopper': 1, 'top': 1, 'squabble': 1, 'g': 1, 'father': 1, 'sex': 1, 'th': 1, 'city': 1, 'nail': 1, 'lemon': 1, 'braid': 1, 'pretty': 1, 'world': 1, 'shoe': 1, 'fit': 1, 'cinderella': 1, 'car': 1, 'bro': 1, 'big': 1, 'mad': 1, 'chasin': 1, 'two': 1, 'week': 1, 'find': 1, 'replacement': 1, 'lose': 1, 'good': 1, 'downgrade': 1, 'lane': 1, 'switch': 1, 'lucky': 1, 'sour': 1, 'folk': 1, 'change': 1, 'care': 1, 'sell': 1, 'offeredup': 1, 'notch': 1, 'turn': 1, 'pipe': 1, 'boss': 1, 'head': 1, 'issue': 1, 'mace': 1, 'tear': 1, 'drawer': 1, 'might': 1, 'spit': 1, 'messy': 1, 'take': 1, 'want': 1, 'pussy': 1, 'stick': 1, 'say': 1, 'love': 1, 'see': 1, 'bad': 1, 'fly': 1, 'school': 1, 'birthday': 1, 'ooh': 1, 'nasty': 1, 'f': 1, 'r': 1, 'e': 1, 'a': 1, 'k': 1, 'ride': 1, 'dick': 1, 'bicyc': 1, 'make': 1, 'bust': 1, 'm': 1, 'i': 1, 'n': 1, 'oh': 1, 'tryna': 1}"
Dirty Stick,YoungBoy Never Broke Again,"{'bitch': 13, 'gon': 12, 'fuck': 8, 'shit': 7, 'let': 7, 'get': 6, 'top': 6, 'want': 6, 'lil': 5, 'nigga': 5, 'know': 5, 'somethin': 5, 'walk': 4, 'mouth': 4, 'dirty': 4, 'stick': 4, 'tryna': 4, 'shoot': 3, 'come': 3, 'north': 3, 'talkin': 3, 'bout': 3, 'glock': 3, 'soon': 3, 'spark': 3, 'pull': 3, 'distribute': 3, 'step': 3, 'leave': 3, 'ayy': 2, 'back': 2, 'white': 2, 'blue': 2, 'inside': 2, 'put': 2, 'as': 2, 'street': 2, 'think': 2, 'see': 2, 'case': 2, 'state': 2, 'yeah': 2, 'fucked': 1, 'ab': 1, 'd': 1, 'roc': 1, 'swear': 1, 'god': 1, 'night': 1, 'shot': 1, 'behind': 1, 'cotton': 1, 'demon': 1, 'baby': 1, 'coupe': 1, 'mask': 1, 'penny': 1, 'move': 1, 'extra': 1, 'extension': 1, 'lowdown': 1, 'way': 1, 'homeless': 1, 'shelter': 1, 'servin': 1, 'food': 1, 'mama': 1, 'com': 1, 'house': 1, 'serv': 1, 'two': 1, 'catch': 1, 'take': 1, 'news': 1, 'diamond': 1, 'screamin': 1, 'piss': 1, 'bootin': 1, 'could': 1, 'barely': 1, 'chew': 1, 'ink': 1, 'molly': 1, 'pink': 1, 'blood': 1, 'til': 1, 'go': 1, 'stink': 1, 'extinct': 1, 'insta': 1, 'kill': 1, 'brain': 1, 'rub': 1, 'thug': 1, 'must': 1, 'whore': 1, 'hell': 1, 'next': 1, 'time': 1, 'mammy': 1, 'cock': 1, 'dude': 1, 'shell': 1, 'improve': 1, 'make': 1, 'middle': 1, 'school': 1, 'high': 1, 'point': 1, 'tool': 1, 'fore': 1, 'introduced': 1, 'heroin': 1, 'fool': 1, 'tell': 1, 'eight': 1, 'em': 1, 'waitin': 1, 'ya': 1, 'build': 1, 'stretch': 1, 'corner': 1, 'bury': 1, 'mom': 1, 'turn': 1, 'loner': 1, 'break': 1, 'bad': 1, 'beef': 1, 'even': 1, 'money': 1, 'family': 1, 'assed': 1, 'inn': 1, 'stupid': 1, 'beat': 1, 'beefin': 1, 'comin': 1, 'friend': 1, 'draco': 1, 'seventy': 1, 'round': 1, 'drum': 1, 'party': 1, 'ktrey': 1, 'dumb': 1, 'passin': 1, 'hollow': 1, 'cut': 1, 'dawg': 1, 'k': 1, 'boy': 1, 'schedule': 1, 'ii': 1, 'dropout': 1, 'mop': 1, 'murder': 1, 'wan': 1, 'gang': 1, 'uh': 1}"
Got It On Me,Pop Smoke,"{'mercy': 16, 'many': 15, 'nigga': 8, 'let': 7, 'cold': 7, 'get': 7, 'back': 7, 'soul': 6, 'heart': 6, 'turn': 6, 'men': 6, 'mo': 6, 'shoot': 6, 'woo': 6, 'look': 5, 'cause': 5, 'niggas': 5, 'yeah': 4, 'run': 4, 'want': 4, 'like': 4, 'wish': 3, 'death': 3, 'pon': 3, 'cry': 3, 'sky': 3, 'got': 3, 'first': 3, 'automatic': 3, 'clap': 3, 'pop': 2, 'smoke': 2, 'two': 2, 'owe': 2, 'make': 2, 'fuck': 1, 'talk': 1, 'bout': 1, 'know': 1, 'keep': 1, 'four': 1, 'kobe': 1, 'ridin': 1, 'hidin': 1, 'slidin': 1, 'catch': 1, 'foot': 1, 'act': 1, 'tough': 1, 'call': 1, 'police': 1, 'friend': 1, 'band': 1, 'ray': 1, 'ban': 1, 'og': 1, 'ar': 1, 'trophy': 1, 'fifty': 1, 'shot': 1, 'glock': 1, 'xd': 1, 'totin': 1, 'berettas': 1, 'favor': 1, 'report': 1, 'craig': 1, 'sager': 1, 'bluffin': 1, 'dread': 1, 'nothin': 1, 'ten': 1, 'toe': 1, 'block': 1, 'drummond': 1, 'sk': 1, 'blixky': 1, 'runnin': 1, 'floss': 1, 'bitch': 1, 'right': 1, 'politic': 1, 'bah': 1, 'drop': 1, 'slip': 1, 'light': 1, 'pack': 1, 'care': 1, 'losin': 1, 'still': 1, 'fight': 1}"
Death Bed,Powfu Featuring beabadoobee,"{'go': 11, 'bed': 11, 'get': 8, 'make': 7, 'long': 6, 'stay': 5, 'awake': 5, 'cup': 5, 'coffee': 5, 'head': 5, 'yeah': 4, 'day': 3, 'wanna': 2, 'away': 2, 'cause': 2, 'see': 2, 'know': 2, 'pray': 2, 'ayy': 2, 'time': 2, 'fall': 1, 'asleep': 1, 'pas': 1, 'thinking': 1, 'future': 1, 'never': 1, 'happen': 1, 'probably': 1, 'deserve': 1, 'tried': 1, 'best': 1, 'perfect': 1, 'forgiveness': 1, 'health': 1, 'leave': 1, 'earth': 1, 'hopin': 1, 'find': 1, 'someone': 1, 'else': 1, 'still': 1, 'young': 1, 'much': 1, 'do': 1, 'married': 1, 'start': 1, 'family': 1, 'watch': 1, 'husband': 1, 'son': 1, 'wish': 1, 'could': 1, 'hope': 1, 'heaven': 1, 'life': 1, 'kinda': 1, 'short': 1, 'many': 1, 'blessing': 1, 'happy': 1, 'mine': 1, 'suck': 1, 'end': 1, 'like': 1, 'break': 1, 'nothing': 1, 'feel': 1, 'far': 1, 'world': 1, 'might': 1, 'strange': 1, 'beautiful': 1, 'place': 1, 'tomorrow': 1, 'brighter': 1, 'photographs': 1, 'spend': 1, 'apart': 1, 'memory': 1}"
Intentions,Justin Bieber Featuring Quavo,"{'need': 13, 'yeah': 11, 'make': 10, 'intention': 9, 'get': 9, 'perfect': 8, 'mention': 6, 'filter': 5, 'em': 5, 'attention': 5, 'asset': 5, 'picture': 4, 'gorgeous': 4, 'drop': 4, 'dead': 4, 'killer': 4, 'shower': 4, 'stay': 4, 'kitchen': 4, 'cookin': 4, 'bread': 4, 'heart': 4, 'full': 4, 'equity': 4, 'sure': 4, 'fifty': 3, 'oh': 3, 'refuse': 2, 'ring': 2, 'like': 2, 'cap': 2, 'woo': 2, 'best': 2, 'thing': 2, 'shout': 1, 'out': 1, 'mom': 1, 'dad': 1, 'makin': 1, 'standin': 1, 'ovation': 1, 'great': 1, 'job': 1, 'raisin': 1, 'create': 1, 'muse': 1, 'kind': 1, 'smile': 1, 'news': 1, 'nobody': 1, 'throw': 1, 'shade': 1, 'name': 1, 'street': 1, 'triple': 1, 'threat': 1, 'bos': 1, 'bae': 1, 'beast': 1, 'easy': 1, 'choose': 1, 'mean': 1, 'touch': 1, 'already': 1, 'pass': 1, 'approval': 1, 'good': 1, 'everywhere': 1, 'worry': 1, 'bout': 1, 'refusal': 1, 'second': 1, 'none': 1, 'upper': 1, 'hand': 1, 'sponsor': 1, 'nope': 1, 'brand': 1, 'rock': 1, 'colorado': 1, 'toronto': 1, 'love': 1, 'little': 1, 'tomorrow': 1, 'feel': 1, 'act': 1, 'know': 1, 'whip': 1, 'quavo': 1, 'pretendin': 1, 'sayin': 1, 'goal': 1, 'wanna': 1, 'independent': 1, 'pendent': 1, 'tell': 1, 'mind': 1, 'business': 1, 'feeling': 1, 'percentage': 1, 'commitment': 1, 'gotta': 1, 'admit': 1, 'funny': 1, 'listen': 1, 'bless': 1, 'blessing': 1, 'cause': 1, 'witness': 1, 'find': 1, 'pray': 1, 'fit': 1, 'uh': 1, 'huh': 1, 'plan': 1}"
Party Girl,StaySolidRocky,"{'say': 14, 'party': 10, 'love': 10, 'want': 7, 'like': 6, 'girl': 5, 'fun': 5, 'wan': 5, 'lil': 4, 'mama': 4, 'wifey': 4, 'type': 4, 'care': 4, 'drug': 4, 'gun': 4, 'piped': 4, 'think': 4, 'call': 4, 'without': 3, 'tell': 3, 'scar': 3, 'wanna': 2, 'tryna': 2, 'get': 2, 'come': 2, 'never': 2, 'wrong': 2, 'gon': 2, 'ayy': 1, 'yo': 1, 'nashi': 1, 'goin': 1, 'crazy': 1, 'nobody': 1, 'need': 1, 'somebody': 1, 'totin': 1, 'leave': 1, 'boot': 1, 'med': 1, 'breathe': 1, 'drinkin': 1, 'four': 1, 'lokos': 1, 'give': 1, 'toto': 1, 'close': 1, 'know': 1, 'mean': 1, 'ask': 1, 'heart': 1, 'cause': 1, 'damn': 1, 'nigga': 1, 'lucky': 1, 'reach': 1, 'far': 1, 'trust': 1, 'often': 1, 'one': 1, 'therefore': 1, 'judge': 1, 'nothing': 1, 'every': 1, 'time': 1, 'back': 1, 'rocky': 1, 'lot': 1, 'well': 1, 'baby': 1}"
The Voice,Lil Durk,"{'right': 6, 'turn': 6, 'away': 6, 'believe': 5, 'tryna': 5, 'goin': 4, 'know': 4, 'street': 4, 'people': 4, 'alone': 3, 'get': 3, 'make': 3, 'change': 2, 'night': 2, 'vibe': 2, 'crazy': 2, 'money': 2, 'vote': 2, 'even': 2, 'please': 2, 'enough': 2, 'plate': 2, 'become': 2, 'voice': 2, 'supportive': 2, 'actin': 2, 'em': 2, 'pain': 1, 'phase': 1, 'say': 1, 'sleepless': 1, 'barely': 1, 'changin': 1, 'clothes': 1, 'damn': 1, 'wrong': 1, 'tired': 1, 'realize': 1, 'certain': 1, 'feel': 1, 'plenty': 1, 'traumatized': 1, 'lie': 1, 'love': 1, 'guy': 1, 'lookin': 1, 'trench': 1, 'raise': 1, 'durkio': 1, 'chicago': 1, 'jay': 1, 'z': 1, 'scar': 1, 'catch': 1, 'today': 1, 'look': 1, 'run': 1, 'low': 1, 'felon': 1, 'shit': 1, 'drop': 1, 'tear': 1, 'inside': 1, 'funeral': 1, 'mourn': 1, 'nut': 1, 'hoe': 1, 'fuck': 1, 'blame': 1, 'porn': 1, 'site': 1, 'quarantine': 1, 'buck': 1, 'talkin': 1, 'dawg': 1, 'like': 1, 'stuck': 1, 'favorite': 1, 'gun': 1, 'glock': 1, 'slip': 1, 'month': 1, 'throw': 1, 'face': 1, 'every': 1, 'time': 1, 'hold': 1, 'granny': 1, 'feelin': 1, 'well': 1, 'shootout': 1, 'police': 1, 'jail': 1, 'case': 1, 'tell': 1, 'nigga': 1, 'hood': 1, 'serve': 1, 'scale': 1, 'watchin': 1, 'band': 1, 'play': 1, 'see': 1, 'score': 1, 'mail': 1, 'give': 1, 'thirty': 1, 'nine': 1, 'year': 1, 'heard': 1, 'cry': 1, 'cell': 1, 'though': 1, 'gettin': 1, 'big': 1, 'bring': 1, 'mac': 1, 'zelle': 1, 'take': 1, 'picture': 1, 'block': 1, 'think': 1, 'back': 1, 'field': 1}"
Lithuania,Big Sean Featuring Travis Scott,"{'woah': 16, 'yeah': 12, 'oh': 12, 'shit': 6, 'straight': 6, 'hit': 6, 'damn': 6, 'keep': 6, 'ooh': 6, 'row': 6, 'take': 5, 'know': 5, 'sign': 5, 'bitch': 4, 'fleek': 4, 'today': 4, 'go': 4, 'extra': 4, 'game': 4, 'even': 4, 'home': 4, 'get': 4, 'back': 3, 'need': 3, 'could': 3, 'x': 3, 'interchange': 3, 'three': 3, 'big': 3, 'ring': 3, 'finger': 3, 'hold': 3, 'baggage': 3, 'claim': 3, 'tryna': 3, 'snatch': 3, 'lithuania': 3, 'lil': 3, 'psa': 2, 'tsa': 2, 'meet': 2, 'might': 2, 'see': 2, 'face': 2, 'boy': 2, 'one': 2, 'nigga': 2, 'tryin': 2, 'round': 2, 'time': 2, 'two': 2, 'flame': 2, 'right': 2, 'like': 2, 'long': 2, 'list': 2, 'multi': 2, 'vet': 2, 'fetish': 2, 'pas': 1, 'mind': 1, 'kind': 1, 'fine': 1, 'cash': 1, 'mulholland': 1, 'drive': 1, 'skrrt': 1, 'hesitate': 1, 'weave': 1, 'line': 1, 'say': 1, 'least': 1, 'lit': 1, 'stack': 1, 'aside': 1, 'bro': 1, 'peep': 1, 'rhyme': 1, 'wrist': 1, 'eight': 1, 'tell': 1, 'risqu': 1, 'hoe': 1, 'end': 1, 'day': 1, 'gettin': 1, 'wire': 1, 'every': 1, 'try': 1, 'sensei': 1, 'senseless': 1, 'ah': 1, 'drank': 1, 'cup': 1, 'pour': 1, 'insanely': 1, 'slow': 1, 'build': 1, 'butt': 1, 'bubble': 1, 'inflame': 1, 'nuts': 1, 'gut': 1, 'tuck': 1, 'proud': 1, 'u': 1, 'psycho': 1, 'talk': 1, 'graveyard': 1, 'late': 1, 'zombie': 1, 'goin': 1, 'insane': 1, 'hard': 1, 'contain': 1, 'miss': 1, 'beat': 1, 'heart': 1, 'ho': 1, 'scotty': 1, 'problem': 1, 'blessing': 1, 'makin': 1, 'sure': 1, 'first': 1, 'never': 1, 'outweigh': 1, 'second': 1, 'military': 1, 'tactic': 1, 'million': 1, 'facet': 1, 'prince': 1, 'michael': 1, 'jackson': 1, 'purple': 1, 'rain': 1, 'mirror': 1, 'dancin': 1, 'savage': 1, 'fenty': 1, 'matchin': 1, 'lingerie': 1, 'sock': 1, 'make': 1, 'til': 1, 'em': 1, 'pop': 1, 'mama': 1, 'sixty': 1, 'look': 1, 'twenty': 1, 'nine': 1, 'great': 1, 'tri': 1, 'state': 1, 'without': 1, 'prayin': 1, 'exes': 1, 'enemy': 1, 'cause': 1, 'gon': 1, 'help': 1, 'swear': 1, 'success': 1, 'chain': 1, 'reaction': 1, 'fuckin': 1, 'missin': 1, 'link': 1, 'uh': 1, 'huh': 1, 'world': 1, 'would': 1, 'anything': 1, 'everything': 1, 'fuck': 1, 'reset': 1, 'credit': 1, 'venery': 1, 'head': 1, 'pullin': 1, 'hair': 1, 'talkin': 1, 'ear': 1}"
