song,artist,counter
Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,"{'heard': 2, 'caught': 2, 'rob': 2, 'focused': 1, 'hot': 1, 'hotter': 1, 'soft': 1, 'harden': 1, 'tried': 1, 'new': 1, 'sing': 1, 'grow': 1, 'rugged': 1, 'extend': 1}"
Be Something,Polo G Featuring Lil Baby,"{'hard': 5, 'big': 3, 'weak': 3, 'lose': 3, 'stylish': 3, 'ran': 3, 'happy': 3, 'up': 1, 'long': 1, 'used': 1, 'traumatized': 1, 'presidential': 1, 'ask': 1, 'different': 1, 'foreign': 1, 'advise': 1, 'sorry': 1, 'busy': 1, 'listen': 1}"
Feigning,Gunna,"{'hard': 7, 'breathe': 5, 'bleed': 3, 'write': 2, 'foreign': 2, 'ooh': 1, 'slow': 1, 'swear': 1, 'new': 1, 'bulletproof': 1, 'beg': 1}"
Someone You Loved,Lewis Capaldi,"{'bleeds': 3, 'hear': 2, 'easy': 2, 'numbed': 1, 'bleed': 1, 'tend': 1}"
Ballin',Mustard & Roddy Ricch,"{'new': 8, 'bloody': 3, 'remember': 3, 'big': 2, 'forget': 2, 'pray': 1, 'sit': 1, 'hear': 1, 'dirty': 1, 'live': 1}"
Trapped In The Sun,Future,"{'learn': 3, 'connect': 3, 'new': 2, 'foreign': 2, 'avoid': 2, 'bought': 1, 'ambitious': 1, 'lose': 1}"
All Bad,Future Featuring Lil Uzi Vert,"{'many': 9, 'different': 6, 'remind': 4, 'smarter': 4, 'eat': 2, 'long': 2, 'sure': 2, 'spend': 1, 'swear': 1, 'blew': 1, 'loose': 1, 'cheap': 1, 'spent': 1, 'froze': 1, 'sit': 1, 'got': 1}"
Hard To Choose One,Future,"{'attach': 5, 'big': 5, 'hard': 4, 'choose': 4, 'blunt': 3, 'kept': 1, 'numb': 1, 'paid': 1, 'consider': 1, 'clearer': 1, 'forget': 1, 'packed': 1}"
Ridin Strikers,Future,"{'rid': 12, 'woo': 5, 'rob': 3, 'sober': 2, 'pour': 2, 'drank': 2, 'foreign': 2, 'bring': 1, 'frozen': 1, 'digital': 1, 'suppose': 1, 'grow': 1, 'gassed': 1, 'enjoy': 1, 'toxic': 1, 'insane': 1}"
Hitek Tek,Future,"{'big': 13, 'woo': 4, 'drank': 4, 'pour': 2, 'send': 1, 'sing': 1, 'please': 1, 'proceed': 1, 'forget': 1, 'suppose': 1}"
Too Comfortable,Future,"{'comfortable': 30, 'hard': 2, 'bulletproof': 1, 'sober': 1, 'grateful': 1, 'caught': 1, 'tangible': 1, 'blunt': 1}"
Posted With Demons,Future,"{'ran': 2, 'rob': 1, 'late': 1, 'forget': 1, 'strong': 1, 'dirty': 1, 'bury': 1}"
Touch The Sky,Future,"{'new': 2, 'big': 1, 'owe': 1, 'pour': 1, 'perform': 1, 'got': 1, 'threw': 1, 'spend': 1, 'outer': 1, 'froze': 1}"
One Of My,Future,{}
Harlem Shake,Future Featuring Young Thug,"{'hard': 4, 'depart': 1, 'spend': 1}"
Pain 1993,Drake Featuring Playboi Carti,"{'accept': 3, 'direct': 3, 'pour': 2, 'hear': 1, 'threw': 1, 'sure': 1, 'remember': 1, 'spend': 1, 'new': 1, 'spent': 1, 'ignore': 1}"
Don't Believe The Hype,Polo G,"{'sit': 3, 'bright': 3, 'forgive': 2, 'sad': 1, 'lose': 1, 'sure': 1, 'forget': 1, 'spend': 1, 'inherit': 1, 'live': 1, 'involved': 1, 'hot': 1}"
Beautiful Pain (Losin My Mind),Polo G,"{'hard': 5, 'lose': 3, 'hypnotize': 3, 'grown': 3, 'remember': 2, 'forgive': 2, 'deserve': 1, 'strong': 1, 'connect': 1, 'caught': 1, 'tempt': 1, 'manipulate': 1, 'new': 1, 'told': 1, 'swear': 1, 'beautiful': 1, 'worried': 1, 'big': 1}"
33,Polo G,"{'live': 6, 'new': 4, 'different': 3, 'believe': 3, 'bring': 3, 'hot': 1, 'lose': 1, 'chose': 1, 'extend': 1, 'victimize': 1, 'up': 1, 'criticize': 1, 'visualize': 1, 'survive': 1, 'tried': 1, 'sure': 1, 'solidify': 1}"
I Know,Polo G,"{'dirty': 3, 'easy': 1, 'unstable': 1, 'wrapped': 1, 'painful': 1, 'fatal': 1, 'hidden': 1, 'confuse': 1, 'hard': 1, 'proper': 1, 'molest': 1, 'late': 1, 'quit': 1, 'annoy': 1, 'destroy': 1, 'avoid': 1}"
Me Vs Me,Moneybagg Yo,"{'big': 3, 'hot': 2, 'ran': 1, 'compete': 1, 'woke': 1, 'toxic': 1, 'hard': 1, 'loose': 1}"
Heart On Ice,Rod Wave,"{'many': 2, 'believe': 2, 'breathe': 2, 'understand': 1, 'afraid': 1, 'spent': 1, 'commit': 1}"
Zoo York,Lil Tjay Featuring Fivio Foreign & Pop Smoke,"{'woo': 9, 'send': 3, 'blunt': 1, 'new': 1, 'protect': 1, 'quit': 1, 'hard': 1, 'offend': 1, 'different': 1, 'deader': 1}"
Toxic,Kehlani,"{'toxic': 9, 'grown': 2, 'ooh': 2, 'eat': 1, 'behave': 1}"
I'm Ready,Sam Smith & Demi Lovato,"{'hard': 4, 'warm': 2, 'hot': 2, 'beautiful': 1}"
More Hearts Than Mine,Ingrid Andress,"{'bring': 3, 'warn': 3, 'pour': 3, 'grow': 1, 'hear': 1, 'ask': 1, 'outlive': 1, 'liked': 1}"
I Love Me,Demi Lovato,"{'fucked': 4, 'forget': 3, 'destruct': 2, 'live': 2, 'suppose': 1, 'guilty': 1, 'eat': 1, 'listen': 1}"
D4L,"Future, Drake & Young Thug","{'foreign': 1, 'presidential': 1, 'impatient': 1, 'remember': 1, 'ran': 1, 'ask': 1, 'eat': 1}"
Change Your Life,Kehlani Featuring Jhene Aiko,"{'ooh': 2, 'different': 2, 'heard': 1, 'new': 1, 'incomplete': 1, 'imagine': 1, 'become': 1, 'deserve': 1, 'retire': 1, 'inspired': 1, 'excel': 1}"
Jump,DaBaby Featuring YoungBoy Never Broke Again,"{'big': 8, 'lose': 4, 'bring': 2, 'send': 2, 'new': 2, 'stood': 1, 'bless': 1, 'canceled': 1, 'hot': 1, 'bought': 1, 'choose': 1, 'believe': 1, 'honest': 1, 'deserve': 1, 'fitted': 1}"
Six Feet Apart,Luke Combs,"{'suppose': 3, 'long': 3, 'alive': 1, 'seem': 1, 'sad': 1, 'write': 1}"
Viral Moment,Lil Durk,"{'lose': 4, 'relate': 4, 'different': 2, 'pour': 1, 'asleep': 1, 'madden': 1, 'vanish': 1, 'spent': 1, 'establish': 1, 'speak': 1, 'loose': 1, 'changed': 1, 'near': 1, 'viral': 1}"
Homemade,Jake Owen,"{'homemade': 20, 'crave': 3, 'grow': 1, 'dressed': 1, 'seem': 1}"
Time Flies,Drake,"{'sorry': 2, 'grow': 1, 'unconventional': 1, 'tenser': 1, 'believe': 1, 'explain': 1, 'complain': 1}"
Slow Dance In A Parking Lot,Jordan Davis,"{'slow': 8, 'shut': 1, 'lose': 1, 'sing': 1}"
You Should Be Sad,Halsey,"{'sad': 8, 'sorry': 5, 'warn': 2, 'ran': 1, 'broken': 1}"
Demons,Drake Featuring Fivio Foreign & Sosa Geek,"{'viral': 7, 'loopy': 4, 'send': 3, 'sorry': 2, 'bless': 1, 'laced': 1, 'relate': 1, 'turned': 1, 'new': 1, 'woo': 1, 'believe': 1}"
Not You Too,Drake Featuring Chris Brown,"{'long': 7, 'sorry': 1, 'believe': 1, 'suppose': 1, 'dirty': 1, 'bended': 1, 'meant': 1, 'knew': 1, 'many': 1, 'ask': 1, 'involve': 1}"
Deep Pockets,Drake,"{'built': 1, 'bleed': 1, 'send': 1, 'early': 1, 'big': 1, 'stuck': 1, 'different': 1, 'inspire': 1, 'taller': 1}"
When To Say When,Drake,"{'sure': 2, 'live': 2, 'decide': 2, 'exist': 1, 'bring': 1, 'responsible': 1, 'confident': 1, 'certify': 1, 'understand': 1, 'hear': 1, 'discover': 1, 'sicker': 1, 'wicked': 1, 'argue': 1, 'smarter': 1, 'happen': 1, 'listen': 1, 'spend': 1, 'insecure': 1, 'learn': 1}"
Landed,Drake,"{'different': 4, 'write': 3, 'tried': 1, 'listen': 1, 'ooh': 1, 'dabble': 1}"
From Florida With Love,Drake,"{'piped': 4, 'knew': 2, 'pointed': 1, 'stuck': 1, 'happen': 1, 'lose': 1, 'ask': 1}"
Losses,Drake,"{'lose': 6, 'write': 4, 'hard': 2, 'suppose': 2, 'woo': 2, 'ask': 1, 'fortunate': 1, 'listen': 1, 'accept': 1, 'walked': 1, 'new': 1, 'dramatic': 1, 'sit': 1, 'happen': 1, 'grow': 1, 'masked': 1, 'sad': 1}"
War,Drake,"{'different': 2, 'swore': 1, 'pinched': 1, 'pretentious': 1, 'bumpy': 1, 'live': 1, 'comfy': 1, 'owe': 1, 'slashings': 1, 'spend': 1, 'clashings': 1, 'dirty': 1, 'bring': 1, 'grow': 1, 'new': 1}"
Social Distancing,Lil Baby,"{'pour': 3, 'send': 3, 'big': 1, 'sure': 1, 'swear': 1, 'ignore': 1, 'marry': 1, 'eat': 1, 'expensive': 1}"
Slide,H.E.R. Featuring YG,"{'ooh': 4, 'live': 3, 'new': 2, 'attractive': 1}"
Low Down,Lil Baby,"{'pour': 5, 'bring': 3, 'delivered': 3, 'send': 2, 'jewish': 1, 'outdo': 1, 'serious': 1, 'happen': 1, 'told': 1, 'hear': 1, 'froze': 1, 'listen': 1, 'different': 1, 'sure': 1, 'follow': 1, 'popular': 1, 'forget': 1}"
Humble,Lil Baby,"{'big': 4, 'humble': 4, 'seem': 2, 'waken': 1, 'bless': 1, 'loyal': 1, 'different': 1, 'forgive': 1, 'near': 1, 'remember': 1, 'hear': 1, 'happen': 1, 'ask': 1, 'argue': 1, 'follow': 1}"
Heatin Up,Lil Baby & Gunna,"{'hot': 6, 'big': 3, 'slim': 2, 'sober': 1, 'coldest': 1, 'stayed': 1, 'maintain': 1, 'spent': 1, 'follow': 1, 'swear': 1, 'new': 1, 'hard': 1, 'tempt': 1}"
Come Thru,Summer Walker & Usher,"{'happen': 2, 'sure': 2, 'ooh': 2, 'slow': 1, 'told': 1, 'woo': 1, 'new': 1}"
Find My Way,DaBaby,"{'forget': 3, 'broken': 3, 'loaded': 2, 'ooh': 2, 'pray': 2, 'busy': 1, 'lose': 1, 'different': 1, 'aggressive': 1, 'excite': 1, 'speak': 1, 'respond': 1}"
Roxanne,Arizona Zervas,"{'foreign': 3, 'ooh': 2, 'long': 1, 'live': 1, 'bake': 1, 'woo': 1}"
Heartless,The Weeknd,"{'heartless': 25, 'lose': 2, 'hear': 1, 'ooh': 1}"
HIGHEST IN THE ROOM,Travis Scott,"{'hear': 2, 'alive': 1, 'live': 1, 'drank': 1, 'hard': 1, 'choose': 1}"
"10,000 Hours",Dan + Shay & Justin Bieber,"{'ooh': 28, 'spend': 3, 'learn': 3, 'grow': 1}"
Goosebumps,Travis Scott,"{'numb': 3, 'ooh': 2, 'misinform': 1, 'relate': 1, 'rebuild': 1, 'justify': 1, 'depart': 1, 'hard': 1}"
Sasuke,Lil Uzi Vert,"{'nasty': 24, 'woo': 3, 'bleed': 3, 'new': 2, 'big': 2, 'late': 1, 'hot': 1, 'pulled': 1, 'drank': 1, 'sit': 1}"
Ain't Easy,YoungBoy Never Broke Again,"{'sure': 3, 'easy': 3, 'threw': 3, 'spent': 2, 'late': 1, 'send': 1}"
Diamonds,YoungBoy Never Broke Again,"{'sure': 4, 'hard': 4, 'long': 3, 'motivate': 2, 'rid': 2, 'earn': 2, 'thankful': 2, 'send': 2, 'remember': 1, 'knew': 1, 'tight': 1, 'confess': 1, 'live': 1, 'overdose': 1, 'lose': 1}"
Myron,Lil Uzi Vert,"{'excite': 7, 'fresh': 3, 'swear': 3, 'addicted': 3, 'ran': 2, 'woo': 1, 'dismissed': 1, 'migrate': 1}"
Captain Hook,Megan Thee Stallion,"{'new': 5, 'hot': 4, 'eat': 3, 'introduce': 3, 'ooh': 2, 'slurp': 2, 'please': 2, 'live': 1, 'woke': 1, 'sad': 1, 'indecisive': 1, 'hard': 1, 'hung': 1, 'sexy': 1, 'ask': 1}"
Bout My Business,YoungBoy Never Broke Again Featuring Sherhonda Gaulden,"{'new': 4, 'hard': 3, 'sad': 3, 'sure': 2, 'ooh': 2, 'suppose': 1, 'southern': 1, 'many': 1, 'fail': 1, 'thank': 1, 'marry': 1}"
Rough Ryder,YoungBoy Never Broke Again,"{'follow': 3, 'bloody': 2, 'dirty': 2, 'involve': 2, 'untamed': 1, 'spend': 1, 'ooh': 1}"
Underdog,Alicia Keys,"{'ooh': 30, 'sing': 3, 'built': 2, 'noticed': 1, 'ask': 1, 'told': 1, 'rid': 1, 'speak': 1}"
NASTY,DaBaby Featuring Ashanti & Megan Thee Stallion,"{'ooh': 8, 'nasty': 2, 'sit': 2, 'hot': 2, 'quit': 2, 'ask': 1, 'big': 1, 'flexible': 1, 'near': 1, 'aggressive': 1, 'ups': 1, 'fucked': 1, 'spend': 1, 'mesmerize': 1, 'forget': 1}"
PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert","{'prove': 2, 'belong': 2, 'bleed': 2, 'sync': 1, 'on': 1, 'angry': 1, 'rob': 1, 'woo': 1, 'prayed': 1, 'involve': 1, 'conceal': 1, 'reveal': 1, 'forgot': 1, 'tsk': 1, 'please': 1, 'seem': 1, 'long': 1, 'lose': 1, 'hear': 1, 'sure': 1, 'eat': 1}"
Thug Of Spades,YoungBoy Never Broke Again Featuring DaBaby,"{'hear': 4, 'big': 3, 'long': 2, 'grow': 2, 'sit': 1, 'live': 1, 'many': 1, 'sorry': 1, 'swear': 1, 'hard': 1, 'capitalize': 1, 'equip': 1, 'paced': 1, 'pray': 1, 'remember': 1, 'told': 1}"
@ MEH,Playboi Carti,"{'cheap': 1, 'new': 1, 'heard': 1, 'continue': 1, 'humble': 1}"
BOP,DaBaby,"{'hot': 8, 'flew': 4, 'blunt': 4, 'woo': 4, 'ask': 3, 'eat': 1, 'invest': 1, 'hear': 1, 'different': 1, 'big': 1, 'nasty': 1, 'sophisticated': 1}"
PICK UP,DaBaby Featuring Quavo,"{'woo': 4, 'sad': 3, 'new': 3, 'pray': 1, 'busy': 1, 'loyal': 1, 'spend': 1, 'big': 1, 'sit': 1, 'ups': 1}"
No Guidance,Chris Brown Featuring Drake,"{'many': 2, 'long': 1, 'cheap': 1, 'apply': 1, 'mental': 1, 'invest': 1, 'hot': 1}"
LIGHTSKIN SH*T,DaBaby Featuring Future & jetsonmade,"{'follow': 3, 'new': 1, 'bought': 1, 'viral': 1, 'woo': 1, 'big': 1, 'hard': 1, 'relevant': 1}"
BEST ON EARTH,Russ & BIA,"{'nasty': 4, 'swear': 3, 'asks': 3, 'fatter': 1, 'sit': 1, 'sing': 1, 'hot': 1, 'loud': 1, 'ask': 1}"
CAN'T STOP,DaBaby,"{'new': 4, 'hot': 2, 'bring': 2, 'foreign': 1, 'prove': 1, 'viral': 1, 'dangerous': 1, 'live': 1}"
BLAME IT ON BABY,DaBaby,"{'please': 6, 'cheap': 2, 'naive': 2, 'slow': 2, 'woo': 1, 'new': 1, 'hear': 1, 'heard': 1, 'shut': 1, 'big': 1, 'crossed': 1, 'switched': 1, 'sit': 1, 'eat': 1, 'many': 1}"
SAD SHIT,DaBaby,"{'ooh': 18, 'sad': 4, 'lose': 3, 'hear': 2, 'live': 1, 'pregnant': 1, 'belong': 1, 'suppose': 1, 'aggressive': 1, 'new': 1}"
DROP,DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track,"{'new': 1, 'deserve': 1, 'ran': 1, 'argue': 1, 'swear': 1, 'rob': 1}"
TALK ABOUT IT,DaBaby,"{'taught': 7, 'knew': 5, 'broke': 5, 'nominate': 5, 'big': 1, 'spent': 1, 'argue': 1, 'new': 1, 'dirty': 1, 'ups': 1, 'rob': 1}"
CHAMPION,DaBaby,"{'ask': 4, 'woo': 1, 'happen': 1, 'grow': 1, 'chevy': 1, 'provide': 1}"
I Dare You,Kelly Clarkson,"{'seem': 1, 'harden': 1, 'drown': 1}"
Broke In A Minute,Tory Lanez,"{'woo': 9, 'offend': 2, 'heard': 1, 'spend': 1, 'chevy': 1, 'ooh': 1, 'send': 1, 'strong': 1, 'expensive': 1}"
Suicidal,YNW Melly & Juice WRLD,"{'ooh': 6, 'swear': 4, 'meant': 3, 'sorry': 3, 'bleed': 2, 'learn': 2, 'lose': 1, 'many': 1, 'wanted': 1, 'dangerous': 1, 'taught': 1, 'loved': 1, 'believe': 1}"
Stupid Again,Tory Lanez,"{'woo': 7, 'up': 3, 'blew': 2, 'hot': 2, 'apologize': 1, 'caught': 1, 'flew': 1, 'jewish': 1, 'uninvolved': 1, 'hear': 1}"
Boyfriend,Selena Gomez,{'ooh': 3}
The Other Side,SZA X Justin Timberlake,"{'live': 3, 'happen': 2, 'typical': 1, 'colorful': 1, 'sensible': 1, 'conventional': 1, 'enjoy': 1, 'admire': 1, 'spend': 1, 'mixed': 1, 'disown': 1, 'seem': 1, 'intriguing': 1, 'ask': 1, 'new': 1, 'forget': 1}"
What She Wants Tonight,Luke Bryan,"{'unhooks': 1, 'undone': 1}"
DND,Polo G,"{'swear': 4, 'tired': 2, 'sure': 1, 'closed': 1, 'critiquing': 1, 'accept': 1, 'stood': 1, 'usual': 1, 'many': 1}"
Ridin' Roads,Dustin Lynch,"{'gassed': 1, 'early': 1}"
The Man,Taylor Swift,"{'played': 1, 'commit': 1, 'fearless': 1, 'believe': 1, 'deserve': 1}"
Oprah's Bank Account,"Lil Yachty, Drake & DaBaby","{'quit': 2, 'condone': 1, 'owe': 1, 'sad': 1, 'big': 1, 'new': 1}"
P2,Lil Uzi Vert,"{'numb': 4, 'ooh': 2, 'long': 2, 'thank': 2, 'verify': 1, 'live': 1, 'believe': 1, 'sad': 1, 'tighten': 1, 'appreciate': 1}"
Yummy,Justin Bieber,"{'late': 4, 'spend': 2, 'lose': 1, 'incriminate': 1, 'elate': 1, 'ooh': 1}"
B.I.T.C.H.,Megan Thee Stallion,"{'hot': 2, 'got': 2, 'undefeated': 1, 'told': 1, 'busy': 1, 'relax': 1, 'speak': 1, 'depend': 1, 'argue': 1, 'realize': 1}"
Boss Bitch,Doja Cat,"{'ran': 2, 'bright': 2, 'big': 1}"
Homesick,Kane Brown,"{'quit': 3, 'swear': 1}"
Fuck The World,Rod Wave,"{'expect': 1, 'seem': 1, 'lose': 1, 'chalked': 1, 'abused': 1, 'hear': 1, 'happens': 1}"
Pray 4 Love,Rod Wave,"{'pray': 6, 'choose': 2, 'long': 1, 'dangerous': 1, 'tidal': 1, 'ask': 1, 'prayed': 1, 'dirty': 1, 'early': 1, 'live': 1, 'overstay': 1, 'sure': 1, 'understand': 1, 'hard': 1, 'succeed': 1}"
Thief In The Night,Rod Wave,"{'ask': 1, 'different': 1, 'lose': 1, 'beg': 1, 'told': 1, 'seem': 1, 'sorry': 1, 'brought': 1}"
Tycoon,Future,"{'dangerous': 6, 'tried': 1, 'big': 1, 'amaze': 1}"
I Remember,Rod Wave,"{'remember': 27, 'forget': 8, 'many': 4, 'taught': 2, 'booked': 1, 'late': 1, 'confess': 1, 'ask': 1, 'sit': 1, 'testify': 1}"
The Greatest,Rod Wave,"{'hard': 4, 'rid': 3, 'pray': 3, 'swear': 1, 'understand': 1, 'false': 1, 'got': 1, 'believe': 1, 'easy': 1, 'misguide': 1, 'long': 1, 'ask': 1, 'remember': 1, 'early': 1, 'roam': 1, 'waging': 1, 'bright': 1, 'forget': 1}"
Ribbon In The Sky,Rod Wave,"{'pray': 4, 'live': 3, 'hear': 2, 'seem': 1, 'caught': 1, 'heard': 1, 'explode': 1, 'write': 1, 'unload': 1, 'hid': 1}"
Last Time I Say Sorry,Kane Brown & John Legend,"{'sorry': 18, 'prove': 3, 'new': 1, 'heard': 1, 'believe': 1, 'broken': 1, 'shatter': 1, 'apologize': 1, 'meant': 1, 'swear': 1}"
After Hours,The Weeknd,"{'sorry': 3, 'breathe': 2, 'compensate': 2, 'belongs': 1, 'relieve': 1, 'darkest': 1, 'crowded': 1, 'different': 1, 'live': 1, 'bless': 1}"
Thug Life,Rod Wave,"{'bury': 3, 'live': 2, 'hard': 1, 'reminisce': 1, 'knew': 1, 'mixed': 1, 'grown': 1, 'strong': 1, 'long': 1, 'believe': 1, 'heard': 1, 'hear': 1}"
What A Man Gotta Do,Jonas Brothers,"{'ooh': 19, 'locked': 7, 'pray': 4, 'prove': 4, 'sure': 2, 'lose': 1, 'cheap': 1}"
No Weakness,Rod Wave,"{'weak': 3, 'beg': 2, 'depend': 2, 'lose': 1, 'live': 1, 'sorry': 1, 'many': 1, 'wondering': 1, 'got': 1, 'hard': 1}"
Woah,Lil Baby,"{'new': 5, 'noisy': 4, 'near': 3, 'hard': 3, 'determine': 3, 'earn': 3, 'hear': 3, 'big': 2, 'imagine': 1, 'cheap': 1, 'nasty': 1, 'contribute': 1, 'bring': 1, 'sure': 1, 'on': 1, 'hopeless': 1}"
Know Your Worth,Khalid x Disclosure,"{'deserve': 2, 'forget': 1, 'strung': 1, 'lose': 1}"
Physical,Dua Lipa,"{'physical': 20, 'agree': 6, 'follow': 3, 'tight': 2, 'create': 1, 'phenomenal': 1, 'live': 1}"
Make No Sense,YoungBoy Never Broke Again,"{'bless': 2, 'hard': 2, 'slay': 1, 'died': 1}"
Baby Pluto,Lil Uzi Vert,"{'believe': 4, 'heard': 3, 'new': 3, 'eat': 3, 'sure': 2, 'bought': 2, 'swear': 2, 'busy': 2, 'bring': 2, 'long': 2, 'please': 1, 'sing': 1, 'partake': 1}"
Into The Unknown,Idina Menzel & AURORA,"{'follow': 2, 'hear': 1, 'ignore': 1, 'heard': 1, 'speak': 1, 'sorry': 1, 'new': 1, 'afraid': 1, 'risking': 1, 'awake': 1, 'distract': 1, 'big': 1, 'meant': 1, 'harder': 1, 'grow': 1, 'longs': 1}"
Alone Again,The Weeknd,"{'live': 1, 'suppress': 1, 'rewire': 1, 'remind': 1, 'send': 1}"
Scared To Live,The Weeknd,"{'live': 12, 'scared': 6, 'pray': 2, 'held': 1, 'lose': 1, 'replace': 1, 'forget': 1}"
Hardest To Love,The Weeknd,"{'hard': 8, 'forget': 2, 'believe': 2, 'many': 1, 'alive': 1, 'spend': 1, 'spent': 1, 'different': 1}"
Too Late,The Weeknd,"{'late': 10, 'ooh': 4, 'live': 2, 'drown': 1, 'lose': 1, 'believe': 1, 'slow': 1}"
Snowchild,The Weeknd,"{'big': 2, 'live': 2, 'futuristic': 2, 'new': 2, 'pray': 1, 'bleed': 1, 'mislead': 1, 'dizzy': 1, 'ups': 1, 'bring': 1, 'believe': 1, 'breathe': 1, 'dirty': 1, 'fail': 1, 'bless': 1}"
Escape From LA,The Weeknd,"{'seem': 2, 'weak': 1, 'easy': 1, 'tattooed': 1, 'cheap': 1, 'ooh': 1, 'recognize': 1, 'criticize': 1, 'tight': 1}"
Faith,The Weeknd,"{'lose': 5, 'ooh': 2, 'pray': 2, 'blunt': 1, 'sober': 1, 'awake': 1, 'choose': 1, 'follow': 1, 'alive': 1}"
Lose You To Love Me,Selena Gomez,"{'lose': 7, 'adore': 2, 'sing': 2, 'off': 2, 'promised': 1, 'ignore': 1, 'distort': 1, 'replace': 1, 'easy': 1, 'deserve': 1, 'heal': 1}"
homecoming queen?,Kelsea Ballerini,"{'ooh': 4, 'sorry': 2, 'assume': 1, 'hard': 1, 'closed': 1, 'weigh': 1, 'lose': 1}"
Repeat After Me (Interlude),The Weeknd,"{'long': 1, 'changed': 1}"
Until I Bleed Out,The Weeknd,"{'bleed': 9, 'terrify': 2, 'paralyze': 1, 'paralyzed': 1, 'explain': 1, 'long': 1}"
To Die For,Sam Smith,"{'wander': 2, 'confuse': 2, 'long': 1}"
Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,"{'ooh': 12, 'sorry': 4, 'big': 4, 'foreign': 2, 'woo': 2, 'usual': 1, 'believe': 1, 'lose': 1, 'snuck': 1, 'send': 1, 'bring': 1, 'marry': 1}"
Lo Mein,Lil Uzi Vert,"{'amaze': 6, 'fresh': 3, 'ask': 2, 'on': 1, 'sure': 1, 'shut': 1, 'woo': 1, 'stuffed': 1, 'foreign': 1, 'big': 1, 'spend': 1}"
Yessirskiii,Lil Uzi Vert & 21 Savage,"{'dirty': 4, 'live': 2, 'engage': 2, 'slurp': 2, 'pulled': 1, 'argue': 1, 'fired': 1, 'loud': 1, 'pray': 1, 'hot': 1, 'follow': 1}"
The Other Girl,Kelsea Ballerini x Halsey,"{'seem': 2, 'occupy': 2}"
Good As Hell,Lizzo,"{'woo': 3, 'new': 1, 'hard': 1, 'simplify': 1, 'big': 1, 'long': 1, 'listen': 1}"
Lotus,Lil Uzi Vert,"{'sure': 3, 'sing': 3, 'proceed': 3, 'pour': 2, 'lend': 2, 'choose': 2, 'ooh': 2, 'up': 1, 'tight': 1, 'colder': 1, 'solar': 1, 'tired': 1}"
Silly Watch,Lil Uzi Vert,"{'woo': 17, 'new': 7, 'swear': 3, 'bless': 1, 'live': 1, 'spend': 1, 'sit': 1, 'hot': 1}"
Wassup,Lil Uzi Vert Featuring Future,"{'sure': 6, 'new': 6, 'remember': 5, 'woo': 3, 'outer': 3, 'tried': 1, 'send': 1, 'involve': 1, 'atomic': 1}"
Strawberry Peels,Lil Uzi Vert Featuring Young Thug & Gunna,"{'drank': 1, 'new': 1, 'expensive': 1, 'crept': 1, 'sure': 1, 'breathe': 1, 'mixed': 1, 'humble': 1}"
Moon Relate,Lil Uzi Vert,"{'relate': 8, 'numb': 7, 'outer': 2, 'tatted': 1, 'honest': 1, 'bring': 1, 'turned': 1}"
I Can Show You,Lil Uzi Vert,"{'woo': 6, 'live': 2, 'expensive': 2, 'ooh': 2, 'swear': 1, 'late': 1, 'deflate': 1}"
We Back,Jason Aldean,"{'blasted': 3, 'tight': 1}"
Trap This Way (This Way),Lil Uzi Vert,"{'vibrate': 3, 'new': 2, 'spend': 1, 'swear': 1, 'heard': 1}"
I Wish Grandpas Never Died,Riley Green,"{'lose': 3, 'caught': 3, 'learn': 2, 'happen': 1, 'played': 1}"
Leaders,Lil Uzi Vert Featuring NAV,"{'expensive': 3, 'beautiful': 2, 'slow': 2, 'ugly': 1, 'spoken': 1, 'fornicate': 1, 'cheap': 1}"
No Auto,Lil Uzi Vert Featuring Lil Durk,"{'eat': 1, 'entertain': 1, 'many': 1, 'bring': 1, 'angry': 1, 'burnt': 1}"
Homecoming,Lil Uzi Vert,"{'heard': 4, 'big': 4, 'hear': 1, 'insane': 1, 'pulled': 1, 'ooh': 1, 'hard': 1, 'offs': 1}"
Come This Way,Lil Uzi Vert,"{'many': 2, 'spend': 1, 'send': 1, 'cared': 1, 'slow': 1, 'colder': 1, 'swear': 1}"
Got The Guap,Lil Uzi Vert Featuring Young Thug,"{'swear': 4, 'long': 4, 'woo': 2, 'whopped': 1, 'understand': 1, 'sure': 1, 'smoked': 1, 'eat': 1, 'write': 1}"
Money Spread,Lil Uzi Vert Featuring Young Nudy,"{'big': 4, 'remember': 3, 'please': 3, 'eat': 3, 'blunts': 2, 'hard': 1, 'swear': 1, 'lose': 1, 'follow': 1, 'live': 1, 'hot': 1, 'colder': 1, 'woo': 1}"
Cardigan,Don Toliver,"{'hotter': 2, 'met': 2}"
Futsal Shuffle 2020,Lil Uzi Vert,"{'serious': 6, 'swear': 5, 'new': 4, 'false': 3, 'woo': 2, 'sing': 1, 'loose': 1, 'send': 1, 'told': 1, 'hear': 1, 'lose': 1, 'righteous': 1, 'thank': 1}"
Prices,Lil Uzi Vert,"{'tight': 4, 'precise': 3, 'heard': 3, 'woo': 2, 'arouse': 1, 'off': 1, 'believe': 1, 'hot': 1, 'dropped': 1, 'please': 1}"
