,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
188,"[{'label': 'anger', 'score': 0.3211857080459595}]","[{'label': 'anger', 'score': 0.4314003884792328}]","[{'label': 'anger', 'score': 0.800150454044342}]","[{'label': 'anger', 'score': 0.8245620131492615}]","[{'label': 'fear', 'score': 0.9688625931739807}]","[{'label': 'joy', 'score': 0.5494982600212097}]","[{'label': 'anger', 'score': 0.8005197644233704}]","[{'label': 'joy', 'score': 0.673236072063446}]","[{'label': 'anger', 'score': 0.6575273871421814}]","[{'label': 'anger', 'score': 0.6826639175415039}]","[{'label': 'joy', 'score': 0.6100759506225586}]","[{'label': 'joy', 'score': 0.8005135655403137}]","[{'label': 'anger', 'score': 0.5535686016082764}]","[{'label': 'anger', 'score': 0.5510410666465759}]","[{'label': 'anger', 'score': 0.40036749839782715}]","[{'label': 'anger', 'score': 0.44623544812202454}]","[{'label': 'anger', 'score': 0.8365439176559448}]","[{'label': 'joy', 'score': 0.5533040761947632}]","[{'label': 'joy', 'score': 0.326990008354187}]","[{'label': 'anger', 'score': 0.6609212160110474}]","[{'label': 'joy', 'score': 0.505799412727356}]","[{'label': 'joy', 'score': 0.6713539958000183}]","[{'label': 'joy', 'score': 0.6075263619422913}]","[{'label': 'joy', 'score': 0.9640228748321533}]","[{'label': 'anger', 'score': 0.36100703477859497}]",
189,"[{'label': 'anger', 'score': 0.7682124376296997}]","[{'label': 'anger', 'score': 0.5679824948310852}]","[{'label': 'fear', 'score': 0.3365018367767334}]","[{'label': 'anger', 'score': 0.7558083534240723}]","[{'label': 'anger', 'score': 0.5119592547416687}]","[{'label': 'joy', 'score': 0.3696993589401245}]","[{'label': 'anger', 'score': 0.59629225730896}]","[{'label': 'anger', 'score': 0.6498979330062866}]","[{'label': 'joy', 'score': 0.6386644840240479}]","[{'label': 'joy', 'score': 0.4445147216320038}]","[{'label': 'anger', 'score': 0.44888830184936523}]","[{'label': 'anger', 'score': 0.8807451725006104}]","[{'label': 'anger', 'score': 0.37739038467407227}]","[{'label': 'joy', 'score': 0.9142876863479614}]","[{'label': 'anger', 'score': 0.7686810493469238}]","[{'label': 'anger', 'score': 0.6056556105613708}]","[{'label': 'joy', 'score': 0.5810528993606567}]","[{'label': 'joy', 'score': 0.9926846027374268}]","[{'label': 'anger', 'score': 0.7534042000770569}]","[{'label': 'anger', 'score': 0.5648590326309204}]","[{'label': 'joy', 'score': 0.599661111831665}]","[{'label': 'joy', 'score': 0.673236072063446}]","[{'label': 'fear', 'score': 0.514866054058075}]","[{'label': 'fear', 'score': 0.6310083866119385}]","[{'label': 'joy', 'score': 0.4651976525783539}]",
190,"[{'label': 'anger', 'score': 0.4764172434806824}]","[{'label': 'anger', 'score': 0.40227872133255005}]","[{'label': 'anger', 'score': 0.4634843170642853}]","[{'label': 'anger', 'score': 0.4463089406490326}]","[{'label': 'fear', 'score': 0.7347183227539062}]","[{'label': 'anger', 'score': 0.42296943068504333}]","[{'label': 'fear', 'score': 0.5241436958312988}]","[{'label': 'anger', 'score': 0.4781847298145294}]","[{'label': 'anger', 'score': 0.5169476866722107}]","[{'label': 'fear', 'score': 0.5148212313652039}]","[{'label': 'fear', 'score': 0.7443458437919617}]","[{'label': 'anger', 'score': 0.4630195200443268}]","[{'label': 'joy', 'score': 0.538544237613678}]","[{'label': 'anger', 'score': 0.6992416381835938}]","[{'label': 'anger', 'score': 0.6563631296157837}]","[{'label': 'anger', 'score': 0.45487475395202637}]","[{'label': 'fear', 'score': 0.7986599206924438}]","[{'label': 'anger', 'score': 0.7893791794776917}]","[{'label': 'anger', 'score': 0.37052997946739197}]","[{'label': 'anger', 'score': 0.43016284704208374}]","[{'label': 'joy', 'score': 0.9422487616539001}]","[{'label': 'fear', 'score': 0.6701801419258118}]","[{'label': 'anger', 'score': 0.9865027666091919}]","[{'label': 'fear', 'score': 0.7098568081855774}]","[{'label': 'joy', 'score': 0.38058382272720337}]",
191,"[{'label': 'joy', 'score': 0.43192681670188904}]","[{'label': 'anger', 'score': 0.5503641366958618}]","[{'label': 'anger', 'score': 0.6247481107711792}]","[{'label': 'anger', 'score': 0.8646233677864075}]","[{'label': 'anger', 'score': 0.6196106672286987}]","[{'label': 'sadness', 'score': 0.8606981039047241}]","[{'label': 'sadness', 'score': 0.9573476910591125}]","[{'label': 'anger', 'score': 0.7504348158836365}]","[{'label': 'anger', 'score': 0.6714701652526855}]","[{'label': 'joy', 'score': 0.8303241729736328}]","[{'label': 'anger', 'score': 0.4176226258277893}]","[{'label': 'joy', 'score': 0.4678574204444885}]","[{'label': 'anger', 'score': 0.43977656960487366}]","[{'label': 'anger', 'score': 0.5107212662696838}]","[{'label': 'fear', 'score': 0.8907545804977417}]","[{'label': 'anger', 'score': 0.4581502377986908}]","[{'label': 'anger', 'score': 0.567112147808075}]","[{'label': 'joy', 'score': 0.6022332906723022}]","[{'label': 'fear', 'score': 0.8917413949966431}]","[{'label': 'joy', 'score': 0.45928075909614563}]","[{'label': 'fear', 'score': 0.664247989654541}]","[{'label': 'joy', 'score': 0.538544237613678}]","[{'label': 'anger', 'score': 0.5916637182235718}]","[{'label': 'anger', 'score': 0.8782904148101807}]","[{'label': 'joy', 'score': 0.8672348260879517}]",
192,"[{'label': 'anger', 'score': 0.5331876277923584}]","[{'label': 'anger', 'score': 0.7150279879570007}]","[{'label': 'joy', 'score': 0.7478435039520264}]","[{'label': 'joy', 'score': 0.4269012212753296}]","[{'label': 'fear', 'score': 0.7751696705818176}]","[{'label': 'anger', 'score': 0.6228941082954407}]","[{'label': 'anger', 'score': 0.4083011746406555}]","[{'label': 'anger', 'score': 0.3671482801437378}]","[{'label': 'anger', 'score': 0.7823566794395447}]","[{'label': 'joy', 'score': 0.8324412703514099}]","[{'label': 'anger', 'score': 0.4830440580844879}]","[{'label': 'fear', 'score': 0.5627340078353882}]","[{'label': 'anger', 'score': 0.49554386734962463}]","[{'label': 'anger', 'score': 0.44370177388191223}]","[{'label': 'joy', 'score': 0.8420448899269104}]","[{'label': 'joy', 'score': 0.44852492213249207}]","[{'label': 'anger', 'score': 0.8445404171943665}]","[{'label': 'anger', 'score': 0.36510488390922546}]","[{'label': 'joy', 'score': 0.5674065351486206}]","[{'label': 'joy', 'score': 0.4500636160373688}]","[{'label': 'anger', 'score': 0.531589150428772}]","[{'label': 'anger', 'score': 0.6890411376953125}]","[{'label': 'joy', 'score': 0.9545202255249023}]","[{'label': 'joy', 'score': 0.38058382272720337}]","[{'label': 'joy', 'score': 0.7206408977508545}]",
193,"[{'label': 'joy', 'score': 0.6483147144317627}]","[{'label': 'anger', 'score': 0.6181584596633911}]","[{'label': 'fear', 'score': 0.8852574825286865}]","[{'label': 'joy', 'score': 0.43898671865463257}]","[{'label': 'anger', 'score': 0.9524806141853333}]","[{'label': 'anger', 'score': 0.4692031443119049}]","[{'label': 'joy', 'score': 0.707391083240509}]","[{'label': 'joy', 'score': 0.3435848653316498}]","[{'label': 'fear', 'score': 0.6481355428695679}]","[{'label': 'anger', 'score': 0.6963534355163574}]","[{'label': 'joy', 'score': 0.7962894439697266}]","[{'label': 'fear', 'score': 0.4697645306587219}]","[{'label': 'anger', 'score': 0.4311515688896179}]","[{'label': 'joy', 'score': 0.8024815320968628}]","[{'label': 'fear', 'score': 0.8305274248123169}]","[{'label': 'fear', 'score': 0.6757824420928955}]","[{'label': 'anger', 'score': 0.7239267230033875}]","[{'label': 'joy', 'score': 0.8000224828720093}]","[{'label': 'joy', 'score': 0.8900170922279358}]","[{'label': 'anger', 'score': 0.9632725715637207}]","[{'label': 'joy', 'score': 0.7388691902160645}]","[{'label': 'joy', 'score': 0.4367673695087433}]","[{'label': 'anger', 'score': 0.6331310868263245}]","[{'label': 'anger', 'score': 0.7854606509208679}]","[{'label': 'anger', 'score': 0.7280960083007812}]",
194,"[{'label': 'anger', 'score': 0.36378371715545654}]","[{'label': 'joy', 'score': 0.7695569396018982}]","[{'label': 'anger', 'score': 0.5711164474487305}]","[{'label': 'fear', 'score': 0.4030910134315491}]","[{'label': 'anger', 'score': 0.5755249857902527}]","[{'label': 'joy', 'score': 0.7860499024391174}]","[{'label': 'fear', 'score': 0.4084376394748688}]","[{'label': 'anger', 'score': 0.9616790413856506}]","[{'label': 'anger', 'score': 0.6955146789550781}]","[{'label': 'anger', 'score': 0.4147723913192749}]","[{'label': 'anger', 'score': 0.697180449962616}]","[{'label': 'anger', 'score': 0.6189567446708679}]","[{'label': 'anger', 'score': 0.8315664529800415}]","[{'label': 'anger', 'score': 0.5027300715446472}]","[{'label': 'anger', 'score': 0.6416445970535278}]","[{'label': 'fear', 'score': 0.9161803722381592}]","[{'label': 'anger', 'score': 0.49786365032196045}]","[{'label': 'joy', 'score': 0.5817713141441345}]","[{'label': 'joy', 'score': 0.474224328994751}]","[{'label': 'anger', 'score': 0.5859473347663879}]","[{'label': 'anger', 'score': 0.7606242299079895}]","[{'label': 'anger', 'score': 0.7176330089569092}]","[{'label': 'joy', 'score': 0.45338118076324463}]","[{'label': 'joy', 'score': 0.7607457041740417}]","[{'label': 'anger', 'score': 0.5648590326309204}]",
195,"[{'label': 'joy', 'score': 0.7375133633613586}]","[{'label': 'anger', 'score': 0.9430980086326599}]","[{'label': 'joy', 'score': 0.8835636377334595}]","[{'label': 'anger', 'score': 0.5822142958641052}]","[{'label': 'joy', 'score': 0.45870721340179443}]","[{'label': 'anger', 'score': 0.5189031362533569}]","[{'label': 'anger', 'score': 0.5509034991264343}]","[{'label': 'anger', 'score': 0.47254571318626404}]","[{'label': 'anger', 'score': 0.8209001421928406}]","[{'label': 'anger', 'score': 0.5483657717704773}]","[{'label': 'joy', 'score': 0.4833732843399048}]","[{'label': 'anger', 'score': 0.5196852684020996}]","[{'label': 'joy', 'score': 0.5056914687156677}]","[{'label': 'anger', 'score': 0.5755249857902527}]","[{'label': 'anger', 'score': 0.5175257325172424}]","[{'label': 'anger', 'score': 0.4404001533985138}]","[{'label': 'anger', 'score': 0.47184184193611145}]","[{'label': 'anger', 'score': 0.5272703170776367}]","[{'label': 'joy', 'score': 0.6388662457466125}]","[{'label': 'anger', 'score': 0.6493814587593079}]","[{'label': 'anger', 'score': 0.5648590326309204}]","[{'label': 'joy', 'score': 0.6170170903205872}]","[{'label': 'anger', 'score': 0.5657191276550293}]","[{'label': 'anger', 'score': 0.6951141953468323}]","[{'label': 'joy', 'score': 0.44852492213249207}]",
196,"[{'label': 'anger', 'score': 0.6800172924995422}]","[{'label': 'joy', 'score': 0.9027763605117798}]","[{'label': 'anger', 'score': 0.5254547595977783}]","[{'label': 'joy', 'score': 0.686734676361084}]","[{'label': 'joy', 'score': 0.52882319688797}]","[{'label': 'joy', 'score': 0.7150971293449402}]","[{'label': 'joy', 'score': 0.4707883298397064}]","[{'label': 'anger', 'score': 0.7609155178070068}]","[{'label': 'joy', 'score': 0.9969347715377808}]","[{'label': 'joy', 'score': 0.8867985606193542}]","[{'label': 'anger', 'score': 0.4630195200443268}]","[{'label': 'anger', 'score': 0.5592488050460815}]","[{'label': 'joy', 'score': 0.6090096831321716}]","[{'label': 'anger', 'score': 0.6992416381835938}]","[{'label': 'joy', 'score': 0.5100459456443787}]","[{'label': 'anger', 'score': 0.519912838935852}]","[{'label': 'anger', 'score': 0.6143301129341125}]","[{'label': 'joy', 'score': 0.6777477264404297}]","[{'label': 'anger', 'score': 0.7460470199584961}]","[{'label': 'joy', 'score': 0.7069067358970642}]","[{'label': 'anger', 'score': 0.5639632344245911}]","[{'label': 'anger', 'score': 0.8782904148101807}]","[{'label': 'joy', 'score': 0.625395655632019}]","[{'label': 'joy', 'score': 0.7304251194000244}]","[{'label': 'joy', 'score': 0.6199489235877991}]",
197,"[{'label': 'anger', 'score': 0.5325332283973694}]","[{'label': 'sadness', 'score': 0.5340830087661743}]","[{'label': 'anger', 'score': 0.8889228105545044}]","[{'label': 'anger', 'score': 0.37422117590904236}]","[{'label': 'fear', 'score': 0.6376795172691345}]","[{'label': 'fear', 'score': 0.9911795258522034}]","[{'label': 'fear', 'score': 0.6623352766036987}]","[{'label': 'joy', 'score': 0.8382896184921265}]","[{'label': 'anger', 'score': 0.6759257912635803}]","[{'label': 'anger', 'score': 0.9465548992156982}]","[{'label': 'fear', 'score': 0.6809473633766174}]","[{'label': 'joy', 'score': 0.673236072063446}]","[{'label': 'fear', 'score': 0.9907949566841125}]","[{'label': 'anger', 'score': 0.602102518081665}]","[{'label': 'joy', 'score': 0.3937135338783264}]","[{'label': 'anger', 'score': 0.8346167802810669}]","[{'label': 'anger', 'score': 0.6707232594490051}]","[{'label': 'joy', 'score': 0.46329206228256226}]","[{'label': 'joy', 'score': 0.4267504811286926}]","[{'label': 'joy', 'score': 0.4120061993598938}]","[{'label': 'anger', 'score': 0.3386457562446594}]","[{'label': 'anger', 'score': 0.4996941089630127}]","[{'label': 'joy', 'score': 0.6090096831321716}]","[{'label': 'joy', 'score': 0.48780182003974915}]","[{'label': 'anger', 'score': 0.5755249857902527}]",
198,"[{'label': 'anger', 'score': 0.42306235432624817}]","[{'label': 'anger', 'score': 0.5843116044998169}]","[{'label': 'anger', 'score': 0.6667538285255432}]","[{'label': 'anger', 'score': 0.5630436539649963}]","[{'label': 'joy', 'score': 0.8417646288871765}]","[{'label': 'anger', 'score': 0.7230073809623718}]","[{'label': 'anger', 'score': 0.7119155526161194}]","[{'label': 'joy', 'score': 0.6658119559288025}]","[{'label': 'joy', 'score': 0.6729311943054199}]","[{'label': 'joy', 'score': 0.5913653373718262}]","[{'label': 'anger', 'score': 0.7042807340621948}]","[{'label': 'anger', 'score': 0.37837767601013184}]","[{'label': 'joy', 'score': 0.7388691902160645}]","[{'label': 'anger', 'score': 0.41832542419433594}]","[{'label': 'anger', 'score': 0.4996941089630127}]","[{'label': 'anger', 'score': 0.5535054206848145}]","[{'label': 'anger', 'score': 0.8583415746688843}]","[{'label': 'joy', 'score': 0.42845240235328674}]","[{'label': 'joy', 'score': 0.750942587852478}]","[{'label': 'anger', 'score': 0.44888830184936523}]","[{'label': 'anger', 'score': 0.3386457562446594}]","[{'label': 'joy', 'score': 0.4267504811286926}]","[{'label': 'joy', 'score': 0.48780182003974915}]","[{'label': 'anger', 'score': 0.7983170747756958}]","[{'label': 'joy', 'score': 0.3937135338783264}]",
199,"[{'label': 'anger', 'score': 0.4803604781627655}]","[{'label': 'joy', 'score': 0.6835993528366089}]","[{'label': 'anger', 'score': 0.909893274307251}]","[{'label': 'fear', 'score': 0.5596213936805725}]","[{'label': 'joy', 'score': 0.5657399892807007}]","[{'label': 'anger', 'score': 0.5350963473320007}]","[{'label': 'anger', 'score': 0.4646189510822296}]","[{'label': 'joy', 'score': 0.7235159873962402}]","[{'label': 'joy', 'score': 0.36844345927238464}]","[{'label': 'anger', 'score': 0.6513180732727051}]","[{'label': 'fear', 'score': 0.9096071124076843}]","[{'label': 'anger', 'score': 0.6398000717163086}]","[{'label': 'joy', 'score': 0.44125691056251526}]","[{'label': 'anger', 'score': 0.5459471344947815}]","[{'label': 'anger', 'score': 0.7154722809791565}]","[{'label': 'fear', 'score': 0.6376795172691345}]","[{'label': 'joy', 'score': 0.5456984639167786}]","[{'label': 'anger', 'score': 0.6821441650390625}]","[{'label': 'anger', 'score': 0.6228097677230835}]","[{'label': 'anger', 'score': 0.9219838976860046}]","[{'label': 'anger', 'score': 0.4671945571899414}]","[{'label': 'anger', 'score': 0.4999385476112366}]","[{'label': 'anger', 'score': 0.7469367980957031}]","[{'label': 'anger', 'score': 0.8126574754714966}]","[{'label': 'joy', 'score': 0.4221366047859192}]",
200,"[{'label': 'anger', 'score': 0.6088237762451172}]","[{'label': 'anger', 'score': 0.6722798943519592}]","[{'label': 'anger', 'score': 0.5528057217597961}]","[{'label': 'anger', 'score': 0.9508641362190247}]","[{'label': 'anger', 'score': 0.6704661250114441}]","[{'label': 'anger', 'score': 0.5168234705924988}]","[{'label': 'joy', 'score': 0.5760136842727661}]","[{'label': 'anger', 'score': 0.7400743961334229}]","[{'label': 'joy', 'score': 0.5260037779808044}]","[{'label': 'joy', 'score': 0.8755186796188354}]","[{'label': 'anger', 'score': 0.7531865835189819}]","[{'label': 'joy', 'score': 0.8885222673416138}]","[{'label': 'joy', 'score': 0.46380123496055603}]","[{'label': 'joy', 'score': 0.3653298616409302}]","[{'label': 'anger', 'score': 0.7476620078086853}]","[{'label': 'anger', 'score': 0.4078386723995209}]","[{'label': 'anger', 'score': 0.7155027389526367}]","[{'label': 'anger', 'score': 0.8959073424339294}]","[{'label': 'anger', 'score': 0.8632457852363586}]","[{'label': 'joy', 'score': 0.4647432863712311}]","[{'label': 'joy', 'score': 0.93193119764328}]","[{'label': 'fear', 'score': 0.7010723948478699}]","[{'label': 'joy', 'score': 0.8522747755050659}]","[{'label': 'anger', 'score': 0.7719392776489258}]","[{'label': 'joy', 'score': 0.9279080629348755}]",
201,"[{'label': 'anger', 'score': 0.6426520347595215}]","[{'label': 'joy', 'score': 0.4790550768375397}]","[{'label': 'anger', 'score': 0.593185305595398}]","[{'label': 'joy', 'score': 0.486974835395813}]","[{'label': 'fear', 'score': 0.5199660658836365}]","[{'label': 'anger', 'score': 0.4248543977737427}]","[{'label': 'anger', 'score': 0.7204428315162659}]","[{'label': 'joy', 'score': 0.6281478404998779}]","[{'label': 'joy', 'score': 0.6575883626937866}]","[{'label': 'anger', 'score': 0.6117894053459167}]","[{'label': 'anger', 'score': 0.7402161359786987}]","[{'label': 'joy', 'score': 0.47531041502952576}]","[{'label': 'joy', 'score': 0.6103365421295166}]","[{'label': 'anger', 'score': 0.5167068243026733}]","[{'label': 'anger', 'score': 0.7451629042625427}]","[{'label': 'joy', 'score': 0.4327999949455261}]","[{'label': 'joy', 'score': 0.5323739051818848}]","[{'label': 'anger', 'score': 0.6704661250114441}]","[{'label': 'joy', 'score': 0.8250890970230103}]","[{'label': 'anger', 'score': 0.5949668884277344}]","[{'label': 'anger', 'score': 0.4204834997653961}]","[{'label': 'anger', 'score': 0.5936596989631653}]","[{'label': 'anger', 'score': 0.7107297778129578}]","[{'label': 'joy', 'score': 0.7037119269371033}]","[{'label': 'joy', 'score': 0.5654223561286926}]",
202,"[{'label': 'joy', 'score': 0.7849039435386658}]","[{'label': 'sadness', 'score': 0.9726084470748901}]","[{'label': 'anger', 'score': 0.5706984996795654}]","[{'label': 'anger', 'score': 0.5500640869140625}]","[{'label': 'fear', 'score': 0.4057050049304962}]","[{'label': 'anger', 'score': 0.524745523929596}]","[{'label': 'joy', 'score': 0.5664303302764893}]","[{'label': 'joy', 'score': 0.326990008354187}]","[{'label': 'joy', 'score': 0.6136738657951355}]","[{'label': 'joy', 'score': 0.46422314643859863}]","[{'label': 'joy', 'score': 0.5991162061691284}]","[{'label': 'joy', 'score': 0.4817855954170227}]","[{'label': 'joy', 'score': 0.6286342740058899}]","[{'label': 'anger', 'score': 0.5027300715446472}]","[{'label': 'anger', 'score': 0.39544451236724854}]","[{'label': 'joy', 'score': 0.9535692930221558}]","[{'label': 'anger', 'score': 0.4270220398902893}]","[{'label': 'anger', 'score': 0.9416536092758179}]","[{'label': 'joy', 'score': 0.5497546195983887}]","[{'label': 'joy', 'score': 0.474224328994751}]","[{'label': 'anger', 'score': 0.5851995348930359}]","[{'label': 'joy', 'score': 0.8006793856620789}]","[{'label': 'joy', 'score': 0.5744121074676514}]","[{'label': 'anger', 'score': 0.622052013874054}]","[{'label': 'anger', 'score': 0.5181868076324463}]",
203,"[{'label': 'anger', 'score': 0.43939104676246643}]","[{'label': 'anger', 'score': 0.41654521226882935}]","[{'label': 'anger', 'score': 0.7085644602775574}]","[{'label': 'anger', 'score': 0.7705077528953552}]","[{'label': 'joy', 'score': 0.5206364989280701}]","[{'label': 'anger', 'score': 0.5961610078811646}]","[{'label': 'anger', 'score': 0.5503641366958618}]","[{'label': 'fear', 'score': 0.8114049434661865}]","[{'label': 'joy', 'score': 0.414373517036438}]","[{'label': 'joy', 'score': 0.3768751323223114}]","[{'label': 'joy', 'score': 0.7063631415367126}]","[{'label': 'joy', 'score': 0.5456984639167786}]","[{'label': 'joy', 'score': 0.7388691902160645}]","[{'label': 'anger', 'score': 0.4051259756088257}]","[{'label': 'joy', 'score': 0.5056410431861877}]","[{'label': 'joy', 'score': 0.7040929198265076}]","[{'label': 'joy', 'score': 0.5164464116096497}]","[{'label': 'anger', 'score': 0.30695879459381104}]","[{'label': 'joy', 'score': 0.6692566275596619}]","[{'label': 'joy', 'score': 0.6390695571899414}]","[{'label': 'joy', 'score': 0.8006793856620789}]","[{'label': 'joy', 'score': 0.38058382272720337}]","[{'label': 'joy', 'score': 0.43341684341430664}]","[{'label': 'joy', 'score': 0.35027578473091125}]","[{'label': 'joy', 'score': 0.3990679085254669}]",
204,"[{'label': 'joy', 'score': 0.9090383648872375}]","[{'label': 'joy', 'score': 0.5338681936264038}]","[{'label': 'anger', 'score': 0.5959093570709229}]","[{'label': 'joy', 'score': 0.4509502947330475}]","[{'label': 'anger', 'score': 0.4288148283958435}]","[{'label': 'joy', 'score': 0.5093212127685547}]","[{'label': 'anger', 'score': 0.6575273871421814}]","[{'label': 'joy', 'score': 0.4336637258529663}]","[{'label': 'anger', 'score': 0.7800965309143066}]","[{'label': 'anger', 'score': 0.8842911720275879}]","[{'label': 'anger', 'score': 0.8738599419593811}]","[{'label': 'anger', 'score': 0.5386998057365417}]","[{'label': 'anger', 'score': 0.8301640748977661}]","[{'label': 'anger', 'score': 0.8083420991897583}]","[{'label': 'fear', 'score': 0.5704705715179443}]","[{'label': 'fear', 'score': 0.4817875325679779}]","[{'label': 'joy', 'score': 0.9973167777061462}]","[{'label': 'joy', 'score': 0.5682365298271179}]","[{'label': 'joy', 'score': 0.9812445044517517}]","[{'label': 'anger', 'score': 0.6869832277297974}]","[{'label': 'joy', 'score': 0.5808120369911194}]","[{'label': 'anger', 'score': 0.4757331311702728}]","[{'label': 'anger', 'score': 0.7384307384490967}]","[{'label': 'joy', 'score': 0.9978713989257812}]","[{'label': 'fear', 'score': 0.7254341840744019}]",
205,"[{'label': 'joy', 'score': 0.8498860597610474}]","[{'label': 'anger', 'score': 0.4429975152015686}]","[{'label': 'joy', 'score': 0.7853230237960815}]","[{'label': 'anger', 'score': 0.7071619033813477}]","[{'label': 'joy', 'score': 0.6282864809036255}]","[{'label': 'joy', 'score': 0.56301349401474}]","[{'label': 'joy', 'score': 0.5696487426757812}]","[{'label': 'joy', 'score': 0.5468145608901978}]","[{'label': 'joy', 'score': 0.9090383648872375}]","[{'label': 'anger', 'score': 0.4636005461215973}]","[{'label': 'joy', 'score': 0.38483962416648865}]","[{'label': 'anger', 'score': 0.7854606509208679}]","[{'label': 'anger', 'score': 0.7753636837005615}]","[{'label': 'joy', 'score': 0.5456984639167786}]","[{'label': 'anger', 'score': 0.49502870440483093}]","[{'label': 'joy', 'score': 0.8807297945022583}]","[{'label': 'joy', 'score': 0.42194995284080505}]","[{'label': 'anger', 'score': 0.6228941082954407}]","[{'label': 'anger', 'score': 0.6540530323982239}]","[{'label': 'anger', 'score': 0.7280960083007812}]","[{'label': 'anger', 'score': 0.3991551399230957}]","[{'label': 'joy', 'score': 0.8373863101005554}]","[{'label': 'anger', 'score': 0.6458656191825867}]","[{'label': 'anger', 'score': 0.627030074596405}]","[{'label': 'joy', 'score': 0.5321451425552368}]",
206,"[{'label': 'joy', 'score': 0.6015516519546509}]","[{'label': 'anger', 'score': 0.7398672103881836}]","[{'label': 'anger', 'score': 0.6441429257392883}]","[{'label': 'anger', 'score': 0.53797847032547}]","[{'label': 'joy', 'score': 0.4817855954170227}]","[{'label': 'fear', 'score': 0.5441585183143616}]","[{'label': 'anger', 'score': 0.5396285653114319}]","[{'label': 'joy', 'score': 0.39417076110839844}]","[{'label': 'joy', 'score': 0.9142876863479614}]","[{'label': 'joy', 'score': 0.7206408977508545}]","[{'label': 'anger', 'score': 0.8230698108673096}]","[{'label': 'joy', 'score': 0.9191579818725586}]","[{'label': 'joy', 'score': 0.42194995284080505}]","[{'label': 'anger', 'score': 0.7830097079277039}]","[{'label': 'joy', 'score': 0.6753249168395996}]","[{'label': 'fear', 'score': 0.5646936297416687}]","[{'label': 'anger', 'score': 0.6106641292572021}]","[{'label': 'joy', 'score': 0.5105128288269043}]","[{'label': 'anger', 'score': 0.5648590326309204}]","[{'label': 'anger', 'score': 0.7176330089569092}]","[{'label': 'joy', 'score': 0.6390695571899414}]","[{'label': 'joy', 'score': 0.4780902564525604}]","[{'label': 'anger', 'score': 0.40618380904197693}]","[{'label': 'joy', 'score': 0.38058382272720337}]","[{'label': 'fear', 'score': 0.6553773283958435}]",
207,"[{'label': 'joy', 'score': 0.9830027222633362}]","[{'label': 'fear', 'score': 0.39838317036628723}]","[{'label': 'fear', 'score': 0.4697727560997009}]","[{'label': 'anger', 'score': 0.5073865056037903}]","[{'label': 'joy', 'score': 0.5075126886367798}]","[{'label': 'anger', 'score': 0.7112734317779541}]","[{'label': 'anger', 'score': 0.8322819471359253}]","[{'label': 'joy', 'score': 0.6007910966873169}]","[{'label': 'anger', 'score': 0.6915252208709717}]","[{'label': 'anger', 'score': 0.40549683570861816}]","[{'label': 'joy', 'score': 0.9781062602996826}]","[{'label': 'joy', 'score': 0.7249677181243896}]","[{'label': 'joy', 'score': 0.9332817792892456}]","[{'label': 'joy', 'score': 0.944216251373291}]","[{'label': 'anger', 'score': 0.8353894948959351}]","[{'label': 'joy', 'score': 0.4623123109340668}]","[{'label': 'anger', 'score': 0.8246996998786926}]","[{'label': 'fear', 'score': 0.5162851810455322}]","[{'label': 'joy', 'score': 0.6725572347640991}]","[{'label': 'joy', 'score': 0.6055620908737183}]","[{'label': 'anger', 'score': 0.6688483953475952}]","[{'label': 'joy', 'score': 0.7727698087692261}]","[{'label': 'joy', 'score': 0.9174354672431946}]","[{'label': 'fear', 'score': 0.5820695161819458}]","[{'label': 'joy', 'score': 0.8172019124031067}]","[{'label': 'anger', 'score': 0.6290422677993774}]"
208,"[{'label': 'anger', 'score': 0.7356125116348267}]","[{'label': 'fear', 'score': 0.8157338500022888}]","[{'label': 'joy', 'score': 0.9359807968139648}]","[{'label': 'joy', 'score': 0.4034104347229004}]","[{'label': 'anger', 'score': 0.557452380657196}]","[{'label': 'joy', 'score': 0.481259822845459}]","[{'label': 'fear', 'score': 0.7067834734916687}]","[{'label': 'joy', 'score': 0.8523211479187012}]","[{'label': 'anger', 'score': 0.5089856386184692}]","[{'label': 'anger', 'score': 0.37983793020248413}]","[{'label': 'anger', 'score': 0.46209436655044556}]","[{'label': 'joy', 'score': 0.9047511219978333}]","[{'label': 'joy', 'score': 0.8044012784957886}]","[{'label': 'joy', 'score': 0.7685753703117371}]","[{'label': 'anger', 'score': 0.38019728660583496}]","[{'label': 'anger', 'score': 0.5250163078308105}]","[{'label': 'anger', 'score': 0.4533500373363495}]","[{'label': 'anger', 'score': 0.7808453440666199}]","[{'label': 'anger', 'score': 0.4078623354434967}]","[{'label': 'joy', 'score': 0.9580479264259338}]","[{'label': 'anger', 'score': 0.6947551965713501}]","[{'label': 'joy', 'score': 0.7206408977508545}]","[{'label': 'joy', 'score': 0.9938448667526245}]","[{'label': 'joy', 'score': 0.4546133279800415}]","[{'label': 'joy', 'score': 0.4400109350681305}]",
