song,artist,counter,Vader,TextBlob,VaderBoost,TextBlobBoost,VaderPolarity,TextBlobPolarity,VaderBoostPolarity,TextBlobBoostPolarity,,FullTextBlobPolarity,FullVaderPolarity
Gravity,"Brent Faiyaz & DJ Dahi Featuring Tyler, The Creator","{'long': 9, 'ooh': 1, 'easy': 1, 'knew': 1, 'hard': 1, 'assume': 1, 'roam': 1}","{'pos': 1, 'neg': 1, 'neu': 13}","{'pos': 1, 'neg': 1, 'neu': 13}","{'pos': 0.2, 'neg': 0.2, 'neu': 10.4}","{'pos': 1.2, 'neg': 1.2, 'neu': 10.4}",1,1,1,1,,0.94011976,1.03446578
Holiday,Lil Nas X,"{'big': 1, 'admit': 1, 'opened': 1, 'bless': 1, 'sexy': 1}","{'pos': 3, 'neg': 0, 'neu': 2}","{'pos': 1, 'neg': 0, 'neu': 4}","{'pos': 1.8, 'neg': 0, 'neu': 1.0}","{'pos': 1.2, 'neg': 0, 'neu': 3.6}",2.428571429,1.243902439,2.636363636,1.324324324,,0.963319578,1.056671819
Stay Down,"Lil Durk, 6LACK & Young Thug","{'heard': 3, 'eat': 1, 'discriminate': 1, 'near': 1, 'pulled': 1, 'big': 1}","{'pos': 0, 'neg': 0, 'neu': 8}","{'pos': 0, 'neg': 0, 'neu': 8}","{'pos': 0, 'neg': 0, 'neu': 5.8}","{'pos': 0, 'neg': 0, 'neu': 6.8}",1,1,1,1,,0.924424596,0.942672877
Kanye Krazy,Lil Durk,"{'many': 1, 'bless': 1, 'write': 1, 'realest': 1, 'bring': 1}","{'pos': 1, 'neg': 0, 'neu': 4}","{'pos': 1, 'neg': 0, 'neu': 4}","{'pos': 0.8, 'neg': 0, 'neu': 2.1}","{'pos': 1.2, 'neg': 0, 'neu': 3.6}",1.243902439,1.243902439,1.363636364,1.324324324,,0.961270333,0.960348929
Backdoor,Lil Durk,"{'josh': 1, 'up': 1, 'different': 1, 'ask': 1, 'grow': 1, 'indict': 1, 'happen': 1, 'dangerous': 1, 'strangest': 1}","{'pos': 0, 'neg': 1, 'neu': 8}","{'pos': 0, 'neg': 1, 'neu': 8}","{'pos': 0, 'neg': 0.2, 'neu': 5.3}","{'pos': 0, 'neg': 1.2, 'neu': 7.2}",0.89010989,0.89010989,0.964285714,0.858823529,,0.961255327,0.971671388
Fake Woke,Tom MacDonald,"{'woke': 6, 'believe': 3, 'ask': 2, 'controversial': 1, 'difficult': 1, 'ashamed': 1, 'strung': 1, 'sit': 1, 'shut': 1, 'guilty': 1, 'realize': 1, 'slays': 1, 'choose': 1, 'erase': 1, 'stupidest': 1, 'spend': 1, 'accuse': 1, 'celebrate': 1, 'divided': 1, 'political': 1, 'sure': 1, 'busy': 1, 'hot': 1, 'afford': 1, 'worthless': 1, 'mental': 1, 'accept': 1, 'empowers': 1, 'legitimate': 1, 'pray': 1, 'righteous': 1, 'bleeds': 1}","{'pos': 4, 'neg': 7, 'neu': 29}","{'pos': 3, 'neg': 3, 'neu': 34}","{'pos': 2.6, 'neg': 2.2, 'neu': 21.0}","{'pos': 3.6, 'neg': 3.6, 'neu': 29.2}",0.916897507,1,1.017167382,1,,0.967837041,0.960795295
Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,"{'slow': 6, 'sing': 1, 'long': 1, 'own': 1, 'bought': 1, 'threw': 1, 'grow': 1, 'strong': 1, 'please': 1, 'easy': 1}","{'pos': 3, 'neg': 0, 'neu': 12}","{'pos': 3, 'neg': 6, 'neu': 6}","{'pos': 1.3, 'neg': 0, 'neu': 9.6}","{'pos': 3.2, 'neg': 4.8, 'neu': 4.8}",1.247933884,0.752066116,1.134020619,0.835051546,,1.014030165,1.082058933
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,"{'ooh': 7, 'woke': 1}","{'pos': 0, 'neg': 0, 'neu': 8}","{'pos': 0, 'neg': 0, 'neu': 8}","{'pos': 0, 'neg': 0, 'neu': 6.4}","{'pos': 0, 'neg': 0, 'neu': 6.4}",1,1,1,1,,1.08440693,1.027764924
Hit Different,SZA Featuring Ty Dolla $ign,"{'different': 58, 'recognize': 4, 'ooh': 4, 'please': 3, 'deny': 2, 'new': 2, 'scared': 1, 'admit': 1, 'misalign': 1, 'near': 1}","{'pos': 4, 'neg': 3, 'neu': 70}","{'pos': 2, 'neg': 0, 'neu': 75}","{'pos': 3.2, 'neg': 2.4, 'neu': 22.4}","{'pos': 2.4, 'neg': 0, 'neu': 83.2}",1.013679891,1.026631158,1.032128514,1.028811525,,1.01211754,1.029022896
Champagne Night,Lady A,"{'vie': 3, 'hear': 3, 'ooh': 1, 'woo': 1, 'long': 1}","{'pos': 1, 'neg': 0, 'neu': 8}","{'pos': 0, 'neg': 0, 'neu': 9}","{'pos': 0.8, 'neg': 0, 'neu': 6.4}","{'pos': 0, 'neg': 0, 'neu': 7.2}",1.12345679,1,1.123076923,1,,1.054614965,1.109132682
Kacey Talk,YoungBoy Never Broke Again,"{'new': 8, 'big': 6, 'hear': 3, 'long': 3, 'live': 3, 'drank': 1, 'believe': 1, 'got': 1, 'hard': 1, 'sexy': 1}","{'pos': 1, 'neg': 1, 'neu': 26}","{'pos': 12, 'neg': 1, 'neu': 15}","{'pos': 0.2, 'neg': 0.2, 'neu': 13.0}","{'pos': 13.2, 'neg': 1.2, 'neu': 14.4}",1,1.683229814,1,1.76433121,,1.044926994,1.015145778
Adderall (Corvette Corvette),Popp Hunna,"{'relax': 8, 'exact': 2, 'rid': 2, 'false': 1, 'send': 1, 'admit': 1, 'ungrateful': 1, 'different': 1, 'listen': 1}","{'pos': 9, 'neg': 1, 'neu': 8}","{'pos': 2, 'neg': 1, 'neu': 15}","{'pos': 7.2, 'neg': 0.2, 'neu': 5.3}","{'pos': 1.6, 'neg': 1.2, 'neu': 12.8}",1.879120879,1.062111801,2.25,1.028368794,,0.962980102,0.980109398
I Should Probably Go To Bed,Dan + Shay,"{'ooh': 4, 'forget': 2, 'quit': 2, 'sorry': 2, 'convince': 1, 'heard': 1, 'undo': 1, 'long': 1}","{'pos': 1, 'neg': 2, 'neu': 11}","{'pos': 0, 'neg': 2, 'neu': 12}","{'pos': 0.8, 'neg': 1.6, 'neu': 7.7}","{'pos': 0, 'neg': 2.4, 'neu': 9.6}",0.923664122,0.858156028,0.914893617,0.801652893,,0.992313605,1.040950041
WAP,Cardi B Featuring Megan Thee Stallion,"{'big': 19, 'cringe': 2, 'listen': 2, 'certify': 1, 'weak': 1, 'relate': 1, 'wholesome': 1, 'sing': 1, 'easy': 1, 'hung': 1, 'greet': 1, 'ask': 1}","{'pos': 2, 'neg': 1, 'neu': 29}","{'pos': 1, 'neg': 1, 'neu': 30}","{'pos': 1.0, 'neg': 0.2, 'neu': 12.0}","{'pos': 1.2, 'neg': 1.2, 'neu': 32.0}",1.033222591,1,1.06504065,1,,1.024457352,1.0522705
Love You Like I Used To,Russell Dickerson,"{'strong': 3, 'long': 3, 'knew': 2, 'different': 1, 'sweeter': 1, 'meant': 1}","{'pos': 3, 'neg': 0, 'neu': 8}","{'pos': 3, 'neg': 0, 'neu': 8}","{'pos': 0.7, 'neg': 0, 'neu': 5.3}","{'pos': 3.6, 'neg': 0, 'neu': 7.2}",1.37037037,1.37037037,1.12962963,1.493150685,,1.191507077,1.488841658
Better Days,Ant Clemons Featuring Justin Timberlake,"{'ooh': 14, 'lose': 3, 'long': 3, 'aah': 2, 'slept': 1, 'waited': 1, 'weak': 1, 'strong': 1, 'stepped': 1, 'bright': 1, 'dim': 1}","{'pos': 2, 'neg': 4, 'neu': 23}","{'pos': 2, 'neg': 1, 'neu': 26}","{'pos': 0.5, 'neg': 2.6, 'neu': 18.4}","{'pos': 2.4, 'neg': 1.2, 'neu': 20.8}",0.926199262,1.036900369,0.900473934,1.054298643,,1.126249342,1.324633991
B.S.,Jhene Aiko Featuring H.E.R.,"{'new': 3, 'seem': 1, 'lose': 1, 'emotional': 1, 'met': 1, 'useless': 1, 'foolish': 1}","{'pos': 1, 'neg': 3, 'neu': 5}","{'pos': 3, 'neg': 1, 'neu': 5}","{'pos': 0.2, 'neg': 1.3, 'neu': 2.3}","{'pos': 3.6, 'neg': 1.2, 'neu': 4.8}",0.75308642,1.327868852,0.702702703,1.393442623,,1.041644977,1.038022814
Neon Eyes,Morgan Wallen,{'tired': 1},"{'pos': 0, 'neg': 1, 'neu': 0}","{'pos': 0, 'neg': 1, 'neu': 0}","{'pos': 0, 'neg': 0.8, 'neu': 0}","{'pos': 0, 'neg': 0.8, 'neu': 0}",0.090909091,0.090909091,0.111111111,0.111111111,,0.994508512,0.989017024
More Surprised Than Me,Morgan Wallen,"{'seem': 3, 'surprised': 2, 'bought': 1, 'got': 1, 'believe': 1}","{'pos': 2, 'neg': 0, 'neu': 6}","{'pos': 0, 'neg': 0, 'neu': 8}","{'pos': 1.6, 'neg': 0, 'neu': 4.8}","{'pos': 0, 'neg': 0, 'neu': 6.4}",1.327868852,1,1.326530612,1,,1.035671819,1.144546649
Livin' The Dream,Morgan Wallen,"{'ooh': 4, 'stayed': 3, 'long': 3, 'seem': 3, 'pray': 2}","{'pos': 2, 'neg': 0, 'neu': 13}","{'pos': 0, 'neg': 0, 'neu': 15}","{'pos': 1.6, 'neg': 0, 'neu': 10.4}","{'pos': 0, 'neg': 0, 'neu': 12.0}",1.152671756,1,1.152380952,1,,1.041862899,1.03908431
Whiskey'd My Way,Morgan Wallen,"{'new': 3, 'pour': 2}","{'pos': 0, 'neg': 0, 'neu': 5}","{'pos': 3, 'neg': 0, 'neu': 2}","{'pos': 0, 'neg': 0, 'neu': 2.3}","{'pos': 3.6, 'neg': 0, 'neu': 1.6}",1,2.428571429,1,3.117647059,,0.976396538,1
Your Bartender,Morgan Wallen,"{'ooh': 6, 'strong': 3}","{'pos': 3, 'neg': 0, 'neu': 6}","{'pos': 3, 'neg': 0, 'neu': 6}","{'pos': 0.7, 'neg': 0, 'neu': 4.8}","{'pos': 3.6, 'neg': 0, 'neu': 4.8}",1.491803279,1.491803279,1.142857143,1.734693878,,1.050282841,1.101282917
Outlaw,Morgan Wallen Featuring Ben Burgess,"{'caught': 2, 'believe': 1}","{'pos': 0, 'neg': 0, 'neu': 3}","{'pos': 0, 'neg': 0, 'neu': 3}","{'pos': 0, 'neg': 0, 'neu': 2.4}","{'pos': 0, 'neg': 0, 'neu': 2.4}",1,1,1,1,,1.020256583,1.131680868
Only Thing That's Gone,Morgan Wallen Featuring Chris Stapleton,"{'pour': 3, 'strong': 3, 'told': 1, 'spend': 1}","{'pos': 3, 'neg': 0, 'neu': 5}","{'pos': 3, 'neg': 0, 'neu': 5}","{'pos': 0.7, 'neg': 0, 'neu': 4.0}","{'pos': 3.6, 'neg': 0, 'neu': 4.0}",1.588235294,1.588235294,1.170731707,1.87804878,,1.082079343,1.098452883
This Bar,Morgan Wallen,"{'ooh': 12, 'new': 4, 'dizzy': 1, 'slow': 1, 'learn': 1, 'big': 1, 'live': 1, 'broken': 1, 'strange': 1}","{'pos': 0, 'neg': 3, 'neu': 20}","{'pos': 5, 'neg': 2, 'neu': 16}","{'pos': 0, 'neg': 1.8, 'neu': 13.2}","{'pos': 5.6, 'neg': 1.6, 'neu': 13.6}",0.87012987,1.165745856,0.880794702,1.261437908,,1.007037298,0.98602376
Wonderin' Bout The Wind,Morgan Wallen,"{'brings': 3, 'sure': 2, 'smoky': 1, 'big': 1, 'sits': 1, 'outrun': 1}","{'pos': 2, 'neg': 0, 'neu': 7}","{'pos': 2, 'neg': 0, 'neu': 7}","{'pos': 0.5, 'neg': 0, 'neu': 4.5}","{'pos': 2.4, 'neg': 0, 'neu': 6.4}",1.281690141,1.281690141,1.108695652,1.369230769,,1.033305579,1.093936806
Girl Like Me,Jazmine Sullivan Featuring H.E.R.,"{'ooh': 44, 'different': 3, 'ask': 3, 'lose': 2, 'sad': 2, 'knew': 1, 'sit': 1, 'choose': 1, 'impressed': 1}","{'pos': 1, 'neg': 4, 'neu': 53}","{'pos': 1, 'neg': 2, 'neu': 55}","{'pos': 0.8, 'neg': 2.1, 'neu': 40.7}","{'pos': 0.8, 'neg': 2.4, 'neu': 45.2}",0.947460595,0.982486865,0.96969697,0.966457023,,1.004271679,1.079402149
Midnight Sky,Miley Cyrus,"{'belong': 6, 'ooh': 3, 'long': 2, 'loved': 1, 'replace': 1}","{'pos': 1, 'neg': 0, 'neu': 12}","{'pos': 1, 'neg': 0, 'neu': 12}","{'pos': 0.8, 'neg': 0, 'neu': 9.6}","{'pos': 0.8, 'neg': 0, 'neu': 9.6}",1.082644628,1.082644628,1.082474227,1.082474227,,1.103986135,1.102347983
Happy Anywhere,Blake Shelton Featuring Gwen Stefani,"{'happy': 10, 'wide': 3, 'swear': 3, 'grown': 1, 'southern': 1, 'overrate': 1}","{'pos': 10, 'neg': 0, 'neu': 9}","{'pos': 10, 'neg': 0, 'neu': 9}","{'pos': 2.4, 'neg': 0, 'neu': 5.0}","{'pos': 12.0, 'neg': 0, 'neu': 8.8}",2.098901099,2.098901099,1.470588235,2.348314607,,1.106100796,1.117011701
Pretty Heart,Parker McCollum,{'stood': 3},"{'pos': 0, 'neg': 0, 'neu': 3}","{'pos': 0, 'neg': 0, 'neu': 3}","{'pos': 0, 'neg': 0, 'neu': 2.4}","{'pos': 0, 'neg': 0, 'neu': 2.4}",1,1,1,1,,1.166481687,1.237812128
Watermelon Sugar,Harry Styles,"{'breathe': 4, 'warm': 1, 'loud': 1, 'ooh': 1}","{'pos': 1, 'neg': 0, 'neu': 6}","{'pos': 1, 'neg': 0, 'neu': 6}","{'pos': 0.8, 'neg': 0, 'neu': 4.2}","{'pos': 0.8, 'neg': 0, 'neu': 5.2}",1.163934426,1.163934426,1.186046512,1.150943396,,1.207532667,1.046635576
Ain't Always The Cowboy,Jon Pardi,"{'up': 1, 'hard': 1, 'believe': 1, 'hear': 1, 'rid': 1}","{'pos': 0, 'neg': 1, 'neu': 4}","{'pos': 0, 'neg': 1, 'neu': 4}","{'pos': 0, 'neg': 0.2, 'neu': 3.2}","{'pos': 0, 'neg': 1.2, 'neu': 3.2}",0.803921569,0.803921569,0.942857143,0.733333333,,1.036663611,1
Way Out,Jack Harlow Featuring Big Sean,"{'ooh': 23, 'sit': 3, 'disappointed': 2, 'big': 1, 'hear': 1, 'told': 1, 'listen': 1, 'send': 1, 'retrace': 1, 'ask': 1, 'redone': 1, 'stuck': 1, 'near': 1, 'anoint': 1, 'disjoint': 1, 'happen': 1}","{'pos': 0, 'neg': 3, 'neu': 38}","{'pos': 0, 'neg': 2, 'neu': 39}","{'pos': 0, 'neg': 2.4, 'neu': 29.8}","{'pos': 0, 'neg': 1.6, 'neu': 31.6}",0.927007299,0.9513382,0.925696594,0.951951952,,0.988307512,0.993848047
Some Girls,Jameson Rodgers,"{'new': 4, 'easy': 4, 'follow': 1}","{'pos': 4, 'neg': 0, 'neu': 5}","{'pos': 8, 'neg': 0, 'neu': 1}","{'pos': 1.0, 'neg': 0, 'neu': 1.8}","{'pos': 9.6, 'neg': 0, 'neu': 0.8}",1.784313725,8.272727273,1.526315789,11.66666667,,1.10707912,1.082791248
Took Her To The O,King Von,"{'live': 2, 'big': 2, 'slow': 1, 'bulletproof': 1, 'hear': 1, 'got': 1, 'long': 1, 'loose': 1, 'confuse': 1, 'popped': 1, 'hungry': 1}","{'pos': 0, 'neg': 2, 'neu': 11}","{'pos': 2, 'neg': 1, 'neu': 10}","{'pos': 0, 'neg': 1.6, 'neu': 7.1}","{'pos': 1.6, 'neg': 0.8, 'neu': 9.2}",0.847328244,1.09009009,0.818181818,1.079207921,,1.008952551,0.949117031
Wonder,Shawn Mendes,"{'loved': 3, 'speak': 1, 'live': 1, 'forget': 1, 'afraid': 1}","{'pos': 3, 'neg': 1, 'neu': 3}","{'pos': 4, 'neg': 1, 'neu': 2}","{'pos': 2.4, 'neg': 0.8, 'neu': 1.8}","{'pos': 3.2, 'neg': 1.2, 'neu': 1.6}",1.487804878,1.967741935,1.592592593,1.689655172,,1.117508813,1.370898716
Everywhere But On,Matt Stell,"{'long': 4, 'easy': 2, 'pour': 2, 'big': 1, 'drown': 1, 'suppose': 1}","{'pos': 2, 'neg': 1, 'neu': 8}","{'pos': 2, 'neg': 0, 'neu': 9}","{'pos': 0.5, 'neg': 0.8, 'neu': 5.8}","{'pos': 2.4, 'neg': 0, 'neu': 7.6}",1.10989011,1.21978022,0.955223881,1.311688312,,1.013236267,0.980145599
Reminds Me Of You,The Kid LAROI & Juice WRLD,"{'remind': 22, 'reminds': 6, 'lose': 2, 'fucked': 1, 'got': 1, 'believe': 1, 'fresh': 1}","{'pos': 1, 'neg': 3, 'neu': 30}","{'pos': 1, 'neg': 1, 'neu': 32}","{'pos': 0.2, 'neg': 2.4, 'neu': 24.0}","{'pos': 1.2, 'neg': 0.8, 'neu': 25.6}",0.939577039,1,0.916981132,1.01509434,,0.987507808,0.967762734
All I Want For Christmas Is You,Mariah Carey,"{'ooh': 7, 'ask': 2, 'hear': 2, 'bring': 2, 'happy': 1, 'send': 1, 'awake': 1, 'tight': 1, 'sing': 1, 'please': 1}","{'pos': 2, 'neg': 0, 'neu': 17}","{'pos': 1, 'neg': 1, 'neu': 17}","{'pos': 1.0, 'neg': 0, 'neu': 13.0}","{'pos': 1.2, 'neg': 1.2, 'neu': 13.6}",1.116959064,1,1.076335878,1,,1.07466973,1.105820106
Rockin' Around The Christmas Tree,Brenda Lee,"{'hear': 2, 'sing': 2, 'happy': 2, 'new': 2, 'hung': 1}","{'pos': 2, 'neg': 0, 'neu': 7}","{'pos': 4, 'neg': 0, 'neu': 5}","{'pos': 0.5, 'neg': 0, 'neu': 4.5}","{'pos': 4.8, 'neg': 0, 'neu': 4.0}",1.281690141,1.784313725,1.108695652,2.170731707,,1.025608195,1.190895742
Jingle Bell Rock,Bobby Helms,"{'bright': 2, 'mingle': 2}","{'pos': 2, 'neg': 0, 'neu': 2}","{'pos': 2, 'neg': 0, 'neu': 2}","{'pos': 0.5, 'neg': 0, 'neu': 1.6}","{'pos': 2.4, 'neg': 0, 'neu': 1.6}",1.952380952,1.952380952,1.294117647,2.411764706,,1.039968026,1.007867821
A Holly Jolly Christmas,Burl Ives,"{'hung': 2, 'hear': 2}","{'pos': 0, 'neg': 0, 'neu': 4}","{'pos': 0, 'neg': 0, 'neu': 4}","{'pos': 0, 'neg': 0, 'neu': 3.2}","{'pos': 0, 'neg': 0, 'neu': 3.2}",1,1,1,1,,1.017226529,1.145489816
It's The Most Wonderful Time Of The Year,Andy Williams,"{'long': 4, 'happy': 2, 'loved': 2, 'near': 2, 'happiest': 1}","{'pos': 5, 'neg': 0, 'neu': 6}","{'pos': 4, 'neg': 0, 'neu': 7}","{'pos': 2.3, 'neg': 0, 'neu': 4.8}","{'pos': 4.0, 'neg': 0, 'neu': 6.0}",1.819672131,1.563380282,1.469387755,1.655737705,,1.196905767,1.276497696
Run Rudolph Run,Chuck Berry,"{'whizzing': 2, 'long': 1, 'please': 1}","{'pos': 1, 'neg': 0, 'neu': 3}","{'pos': 0, 'neg': 0, 'neu': 4}","{'pos': 0.8, 'neg': 0, 'neu': 2.4}","{'pos': 0, 'neg': 0, 'neu': 3.2}",1.322580645,1,1.32,1,,0.961861175,1.074937552
Feliz Navidad,Jose Feliciano,{},"{'pos': 0, 'neg': 0, 'neu': 0}","{'pos': 0, 'neg': 0, 'neu': 0}","{'pos': 0, 'neg': 0, 'neu': 0}","{'pos': 0, 'neg': 0, 'neu': 0}",1,1,1,1,,1,1.318302387
"Let It Snow, Let It Snow, Let It Snow",Dean Martin,"{'tight': 2, 'warm': 2, 'long': 2, 'bring': 1}","{'pos': 2, 'neg': 0, 'neu': 5}","{'pos': 2, 'neg': 2, 'neu': 3}","{'pos': 1.6, 'neg': 0, 'neu': 2.9}","{'pos': 1.6, 'neg': 2.4, 'neu': 2.4}",1.392156863,1,1.533333333,0.836734694,,1.026990553,0.986320109
The Christmas Song (Merry Christmas To You),Nat King Cole,"{'many': 4, 'sing': 1, 'bright': 1, 'hard': 1}","{'pos': 1, 'neg': 1, 'neu': 5}","{'pos': 5, 'neg': 1, 'neu': 1}","{'pos': 0.2, 'neg': 0.2, 'neu': 1.8}","{'pos': 6.0, 'neg': 1.2, 'neu': 0.8}",1,2.904761905,1,3.285714286,,1.082079343,1.039946738
Underneath The Tree,Kelly Clarkson,"{'ooh': 6, 'sing': 4, 'beautiful': 4, 'tight': 4, 'near': 2, 'sure': 1, 'lose': 1, 'celebrate': 1, 'meant': 1}","{'pos': 6, 'neg': 1, 'neu': 17}","{'pos': 5, 'neg': 4, 'neu': 15}","{'pos': 2.0, 'neg': 0.8, 'neu': 11.4}","{'pos': 6.0, 'neg': 4.8, 'neu': 12.0}",1.276243094,1.052356021,1.097560976,1.071005917,,0.993201903,1.065170167
Redman,Lil Durk,"{'ask': 2, 'many': 1, 'send': 1, 'eat': 1, 'told': 1, 'tame': 1}","{'pos': 0, 'neg': 0, 'neu': 7}","{'pos': 1, 'neg': 1, 'neu': 5}","{'pos': 0, 'neg': 0, 'neu': 5.0}","{'pos': 1.2, 'neg': 0.8, 'neu': 4.0}",1,1,1,1.081632653,,0.953364424,0.881201957
Slay3r,Playboi Carti,"{'woo': 11, 'fresh': 2, 'cater': 1, 'late': 1, 'caught': 1, 'faded': 1}","{'pos': 13, 'neg': 0, 'neu': 4}","{'pos': 2, 'neg': 1, 'neu': 14}","{'pos': 9.3, 'neg': 0, 'neu': 2.6}","{'pos': 2.4, 'neg': 1.2, 'neu': 11.2}",4.170731707,1.066225166,4.444444444,1.096,,1.02373183,1.073694329
Go2DaMoon,Playboi Carti Featuring Kanye West,"{'ugly': 1, 'hot': 1, 'borrow': 1, 'woke': 1, 'cheap': 1, 'correct': 1, 'shut': 1, 'impeach': 1, 'bring': 1, 'drank': 1, 'blunt': 1}","{'pos': 0, 'neg': 1, 'neu': 10}","{'pos': 2, 'neg': 1, 'neu': 8}","{'pos': 0, 'neg': 0.2, 'neu': 6.9}","{'pos': 2.4, 'neg': 1.2, 'neu': 6.4}",0.90990991,1.10989011,0.972222222,1.155844156,,1.00724113,1.103092784
Refugee,Lil Durk,"{'grow': 1, 'ask': 1, 'forget': 1, 'glorious': 1, 'early': 1, 'live': 1, 'solve': 1, 'rushed': 1}","{'pos': 2, 'neg': 1, 'neu': 5}","{'pos': 1, 'neg': 0, 'neu': 7}","{'pos': 1.0, 'neg': 0.8, 'neu': 3.4}","{'pos': 0.8, 'neg': 0, 'neu': 6.4}",1.163934426,1.14084507,1.046511628,1.123076923,,0.988706945,1.14587892
Take Me Home For Christmas,Dan + Shay,"{'spend': 1, 'ooh': 1}","{'pos': 0, 'neg': 0, 'neu': 2}","{'pos': 0, 'neg': 0, 'neu': 2}","{'pos': 0, 'neg': 0, 'neu': 1.6}","{'pos': 0, 'neg': 0, 'neu': 1.6}",1,1,1,1,,0.983060418,1.047031158
Vamp Anthem,Playboi Carti,"{'swear': 2, 'align': 1, 'caught': 1, 'hypnotized': 1, 'new': 1, 'paralyzed': 1}","{'pos': 0, 'neg': 0, 'neu': 7}","{'pos': 1, 'neg': 0, 'neu': 6}","{'pos': 0, 'neg': 0, 'neu': 5.0}","{'pos': 1.2, 'neg': 0, 'neu': 4.8}",1,1.163934426,1,1.244897959,,1.062467465,1.181708056
New N3on,Playboi Carti,"{'flee': 2, 'met': 1, 'eat': 1}","{'pos': 0, 'neg': 0, 'neu': 4}","{'pos': 0, 'neg': 0, 'neu': 4}","{'pos': 0, 'neg': 0, 'neu': 3.2}","{'pos': 0, 'neg': 0, 'neu': 3.2}",1,1,1,1,,1.060459492,1.042176297
Death Ain't Easy,Lil Durk,"{'bleed': 8, 'easy': 6, 'josh': 1, 'tried': 1, 'loose': 1, 'extend': 1, 'new': 1, 'alive': 1, 'faded': 1, 'unprofessional': 1, 'sexual': 1, 'unhealthy': 1, 'lose': 1}","{'pos': 8, 'neg': 4, 'neu': 13}","{'pos': 8, 'neg': 1, 'neu': 16}","{'pos': 2.5, 'neg': 2.1, 'neu': 9.3}","{'pos': 9.6, 'neg': 1.2, 'neu': 13.6}",1.233918129,1.409356725,1.034782609,1.563758389,,1.070671378,1.037413148
Last Christmas,Wham!,"{'ooh': 3, 'happy': 2, 'bitten': 1, 'recognise': 1, 'meant': 1, 'crowded': 1, 'tired': 1, 'rely': 1}","{'pos': 2, 'neg': 1, 'neu': 8}","{'pos': 2, 'neg': 1, 'neu': 8}","{'pos': 0.5, 'neg': 0.8, 'neu': 6.4}","{'pos': 2.4, 'neg': 0.8, 'neu': 6.4}",1.10989011,1.10989011,0.95890411,1.219178082,,1.07459903,1.097618118
Sleigh Ride,The Ronettes,"{'comfy': 2, 'sing': 2, 'hear': 1}","{'pos': 0, 'neg': 0, 'neu': 5}","{'pos': 0, 'neg': 0, 'neu': 5}","{'pos': 0, 'neg': 0, 'neu': 2.9}","{'pos': 0, 'neg': 0, 'neu': 4.8}",1,1,1,1,,1.016799664,1.038281582
It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,"{'long': 2, 'sing': 2}","{'pos': 0, 'neg': 0, 'neu': 4}","{'pos': 0, 'neg': 0, 'neu': 4}","{'pos': 0, 'neg': 0, 'neu': 3.2}","{'pos': 0, 'neg': 0, 'neu': 3.2}",1,1,1,1,,1.015026296,1.088638195
Rudolph The Red-Nosed Reindeer,Gene Autry,"{'nosed': 4, 'bright': 2, 'shouted': 2}","{'pos': 2, 'neg': 0, 'neu': 6}","{'pos': 2, 'neg': 0, 'neu': 6}","{'pos': 0.5, 'neg': 0, 'neu': 4.8}","{'pos': 2.4, 'neg': 0, 'neu': 4.8}",1.327868852,1.327868852,1.102040816,1.489795918,,1.030272452,1.083246618
Santa Tell Me,Ariana Grande,"{'hard': 2, 'new': 2, 'woo': 2, 'avoid': 1, 'broken': 1}","{'pos': 2, 'neg': 4, 'neu': 2}","{'pos': 2, 'neg': 3, 'neu': 3}","{'pos': 1.6, 'neg': 2.1, 'neu': 0.5}","{'pos': 2.4, 'neg': 3.2, 'neu': 2.4}",0.672131148,0.836065574,0.814814815,0.859649123,,1.13367282,1.107526882
Happy Holiday / The Holiday Season,Andy Williams,"{'happy': 12, 'big': 5, 'forget': 3, 'bring': 1}","{'pos': 12, 'neg': 3, 'neu': 6}","{'pos': 12, 'neg': 0, 'neu': 9}","{'pos': 2.9, 'neg': 2.4, 'neu': 2.0}","{'pos': 14.4, 'neg': 0, 'neu': 9.2}",1.989010989,2.318681319,1.111111111,2.548387097,,1.095451993,1.204841713
Christmas (Baby Please Come Home),Darlene Love,"{'please': 23, 'remember': 2, 'happy': 1, 'sing': 1}","{'pos': 24, 'neg': 0, 'neu': 3}","{'pos': 1, 'neg': 0, 'neu': 26}","{'pos': 18.6, 'neg': 0, 'neu': 2.4}","{'pos': 1.2, 'neg': 0, 'neu': 20.8}",8.741935484,1.038314176,8.44,1.057416268,,1.060292851,1.351262349
White Christmas,Bing Crosby,"{'listen': 2, 'hear': 2, 'write': 2, 'bright': 2}","{'pos': 2, 'neg': 0, 'neu': 6}","{'pos': 2, 'neg': 0, 'neu': 6}","{'pos': 0.5, 'neg': 0, 'neu': 4.8}","{'pos': 2.4, 'neg': 0, 'neu': 4.8}",1.327868852,1.327868852,1.102040816,1.489795918,,1.035650624,1.207900208
